# started_at=2025-12-14T19:04:54+03:00
# cmd: vmstat 1
# app_pid=7559

procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0      0 24494308 205836 2962860    0    0     0   868 21435 45252 21  5 74  0  0
 3  0      0 24494308 205836 2962860    0    0     0   480 23589 44209 20  5 74  0  0
 4  0      0 24494308 205836 2962860    0    0     0   988 20478 37539 18  4 78  0  0
 4  0      0 24494308 205836 2962860    0    0     0 140360 28118 49268 19  8 71  2  0
 4  0      0 24494308 205836 2962860    0    0     0   420 16815 27843 11  4 85  0  0
 4  0      0 24494308 205836 2962860    0    0     0   492 33639 36711 16  7 77  0  0
 7  0      0 24494308 205836 2962860    0    0     0   700 29954 47877 19  6 74  0  0
 3  0      0 24494308 205836 2962860    0    0     0   684 22103 43086 20  6 74  0  0
 4  0      0 24494308 205836 2962860    0    0     0  1420 19908 36077 18  4 78  0  0
 3  0      0 24494308 205836 2962860    0    0     0   508 22057 40080 19  4 77  0  0
 7  0      0 24494308 205836 2962860    0    0     0   432 22238 44040 19  5 75  0  0
 5  0      0 24494308 205836 2962860    0    0  4968   916 25311 52454 22  6 71  1  0
 4  0      0 24494308 205836 2962860    0    0 14672  1520 35168 77027 33  9 56  1  0
 8  1      0 24494308 205836 2962860    0    0  5216  3468 33571 67703 26  8 66  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 24494308 205836 2962860    0    0  4688  2696 46461 101977 28 10 61  1  0
 3  0      0 24494308 205836 2962860    0    0     0  2748 44708 99570 24 10 65  1  0
 4  0      0 24494308 205836 2962860    0    0     0  1632 39185 83548 18  7 75  1  0
 4  0      0 24494308 205836 2962860    0    0   128  1504 38450 79451 18  6 76  1  0
13  0      0 24494308 205836 2962860    0    0     0  1984 39070 83908 18  6 75  1  0
 7  0      0 24494308 205836 2962860    0    0     0  2456 41596 96581 22  9 68  1  0
 2  0      0 24494308 205836 2962860    0    0     0  2104 39143 85530 20  9 71  1  0
 7  1      0 24494308 205836 2962860    0    0     0  1788 38590 80807 18  6 75  1  0
 2  0      0 24494308 205836 2962860    0    0     0  1532 38400 82282 17  6 77  1  0
 3  0      0 24494308 205836 2962860    0    0     0  1756 39422 84064 18  7 74  1  0
 2  0      0 24494308 205836 2962860    0    0     0  2992 38540 81766 17  5 77  1  0
 4  0      0 24494308 205836 2962860    0    0     0  1852 39283 88214 21  8 71  1  0
 2  0      0 24494308 205836 2962860    0    0     0  1544 36860 77568 20  7 73  1  0
 7  2      0 24494308 205836 2962860    0    0     0  3140 42615 96026 25 10 64  1  0
 3  0      0 24494308 205836 2962860    0    0     0  1672 37741 78246 18  6 75  1  0
 3  0      0 24494308 205836 2962860    0    0     0  2888 38104 79434 19  6 74  1  0
 2  1      0 24494308 205836 2962860    0    0     0  1932 38434 84347 21  7 72  1  0
 3  0      0 24494308 205836 2962860    0    0     0  1860 38587 81834 19  6 74  1  0
 2  0      0 24494308 205836 2962860    0    0     0  1712 38249 81096 18  7 75  1  0
 2  0      0 24494308 205836 2962860    0    0     0  1400 38960 85848 19  7 73  1  0
 2  3      0 24494308 205836 2962860    0    0     0 51916 41690 81030 20  8 71  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  7      0 24494308 205836 2962860    0    0     0    44 32336 67949 17  7 50 26  0
 2 24      0 24494308 205836 2962860    0   56   356   188 15690 28436  9  3 34 55  0
 4  6      0 24494308 205836 2962860    0  324  2672 12580 27380 45634  9  5 31 55  0
17  4      0 24494308 205836 2962860   32 2460  2500  3728 33404 87209 27 12 36 26  0
21  1      0 24494308 205836 2962860    0 1836  1044  4840 46487 114559 28 13 53  6  0
12  6      0 24494308 205836 2962860    0  460   112 19112 43036 103527 28 11 45 17  0
 5 13      0 24494308 205836 2962860    0 2048   548 171356 25288 56199 17 13 38 33  0
 5 30      0 24494308 205836 2962860    0    0 44632 45320 18345 29413  7  7 22 64  0
 4  1      0 24494308 205836 2962860    0    0  2920  6952 45528 100989  8  4 23 66  0
11  0      0 24494308 205836 2962860    0    0 26688  8108 25554 50287 15  5 77  3  0
 8  0      0 24494308 205836 2962860    0    0  1084   472 22606 37412 15  5 77  2  0
 8  1      0 24494308 205836 2962860   32    0  4536   388 21158 39337 19  4 75  2  0
10  0      0 24494308 205836 2962860    0    0 27292   768 26191 54013 23  7 68  2  0
 6  0      0 24494308 205836 2962860    0    0   112   732 20072 36055 18  4 77  1  0
 6  0      0 24494308 205836 2962860    0    0  1368   400 24357 39963 20  5 75  1  0
 5  0      0 24494308 205836 2962860    0    0   580  1604 21166 40513 18  4 78  0  0
 8  0      0 24494308 205836 2962860    0    0    64   464 19963 37270 18  4 78  0  0
 4  0      0 24494308 205836 2962860    0    0    40   480 21380 46051 21  5 74  1  0
11  1      0 24494308 205836 2962860   16    0   576  1344 24881 48690 16  6 77  1  0
 3  1      0 24494308 205836 2962860    0    0   128  1444 32361 60708 14  6 78  2  0
 5  0      0 24494308 205836 2962860    0    0     8  8656 36058 61318 15  6 77  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
13  0      0 24494308 205836 2962860    0    0    32   992 26476 53482 13  4 82  1  0
 7  0      0 24494308 205836 2962860    0    0   516  1184 28385 57512 15  5 80  1  0
 5  0      0 24494308 205836 2962860    0    0    84   804 28670 59844 15  6 78  1  0
 4  0      0 24494308 205836 2962860    0    0   408  1196 28711 55769 16  6 77  1  0
 4  1      0 24494308 205836 2962860    0    0  1200 18224 27724 53935 12  6 82  1  0
 4  1      0 24494308 205836 2962860    0    0 36292 46932 37058 74536 18  8 68  7  0
 3  0      0 24494308 205836 2962860    0    0   552 34696 29093 55954 14  6 77  4  0
 3  0      0 24494308 205836 2962860    0   28  1060  1160 47277 64431 15 10 74  1  0
 4  0      0 24494308 205836 2962860    0    0   248   764 27348 54092 13  5 82  1  0
 3  0      0 24494308 205836 2962860    0   36     4   640 27627 56934 14  4 81  1  0
 4  0      0 24494308 205836 2962860    0    0     0  1184 26965 51617 10  6 82  2  0
16  0      0 24494308 205836 2962860    0   64 15868  1932 34091 65365 17  8 73  2  0
 7  0      0 24494308 205836 2962860    0    0   128  1588 30268 63156 15  7 75  2  0
 8  0      0 24494308 205836 2962860    0    0  1148   932 28281 55633 12  5 82  1  0
 6  0      0 24494308 205836 2962860    0    0   612  1140 29375 59755 12  6 80  2  0
 7  0      0 24494308 205836 2962860    0    0   100 48264 30463 60344 13  6 78  3  0
 6  0      0 24494308 205836 2962860    0    0   708   932 28438 60920 14  6 79  1  0
 7  0      0 24494308 205836 2962860    0    0   292  1172 30944 63128 16  8 75  1  0
 8  0      0 24494308 205836 2962860    0    0 18752  1192 31925 68838 16  7 75  2  0
 8  0      0 24494308 205836 2962860    0    0    20   920 30699 60537 13  6 80  1  0
13  0      0 24494308 205836 2962860    0    0  1448 21016 29393 58781 13  6 79  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0      0 24494308 205836 2962860    0    0   120 13688 32315 61211 14  7 78  1  0
 8  0      0 24494308 205836 2962860    0    0    68   952 28887 60271 13  8 79  1  0
 6  0      0 24494308 205836 2962860    0    0   212   828 29547 62715 15  7 77  1  0
 7  0      0 24494308 205836 2962860    0    0    68   784 29146 57933 13  5 81  1  0
 4  0      0 24494308 205836 2962860    0    0    68   712 24071 42768  6  3 91  1  0
 3  0      0 24494308 205836 2962860    0    0   672  2132 29202 56195  8  5 85  2  0
 2  0      0 24494308 205836 2962860    0    0   456   992 26053 45918  6  5 88  1  0
 7  0      0 24494308 205836 2962860    0    0   184  1044 25541 46158  5  4 89  1  0
 8  0      0 24494308 205836 2962860    0    4   364  1004 27132 51424  9  5 85  1  0
 6  0      0 24494308 205836 2962860    0    0   220   752 27407 49721  9  5 85  1  0
 6  0      0 24494308 205836 2962860    0 24456   184 52632 30532 66902  9  7 81  3  0
 2 11      0 24494308 205836 2962860    0 31512 20104 65184 29562 61784  9  5 79  6  0
 2  6      0 24494308 205836 2962860    0 32532 24128 32676 26702 55277  8  6 34 53  0
 1 12      0 24494308 205836 2962860    0 21028 17724 29492 34465 77927 13  9 38 40  0
 6  8      0 24494308 205836 2962860    8 21056   400 25408 21168 46946 11  7 28 54  0
 3  0      0 24494308 205836 2962860    0    0  3756  1776 39025 86888 18  9 59 15  0
 1  2      0 24494308 205836 2962860    8 9100  1816 33016 21489 45372  8  5 69 18  0
 3  0      0 24494308 205836 2962860    0 89012   596 90524 34490 97098 12 11 53 24  0
 3  0      0 24494308 205836 2962860  144  724   968  1768 33389 57279 12  6 80  1  0
 3  0      0 24494308 205836 2962860   28 62168   668 62800 31560 74825 14  6 72  7  0
 5  0      0 24494308 205836 2962860   20 31088   624 32316 34536 75252 15  6 72  6  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 24494308 205836 2962860   60 6024  1416  8004 33745 65723 17  7 76  1  0
 2  0      0 24494308 205836 2962860  124  644  1000  1552 28337 55105 13  5 81  1  0
 4  0      0 24494308 205836 2962860    0    0   128   584 26479 51860 14  4 81  1  0
 2  1      0 24494308 205836 2962860   32 17776   524 18832 29808 67033 13  6 77  3  0
 6  2      0 24494308 205836 2962860    0    0   220  1100 28331 56895 15  4 80  1  0
 2  0      0 24494308 205836 2962860    0 11376   256 12944 27866 55689 14  6 79  1  0
 6  0      0 24494308 205836 2962860    0 87808  7300 109900 42726 102454 19 12 65  4  0
 7  0      0 24494308 205836 2962860   32  556 18820  2096 31462 62612 14  6 79  2  0
 3  0      0 24494308 205836 2962860    0 7916  2880  8924 23671 58496  9  7 44 41  0
 1 20      0 24494308 205836 2962860    8 10280 23968 27832 38374 43497  9  7 35 49  0
 1 10      0 24494308 205836 2962860    0  112   140  4756 6710 10469  2  2 41 55  0
 2  6      0 24494308 205836 2962860   48 21492  2728 21712 13211 26776  4  6 33 58  0
 2 26      0 24494308 205836 2962860    8 8916 19504  9148 15043 27240 16  4 35 44  0
 9  0      0 24494308 205836 2962860 2188 181100 73380 219056 75642 177340 17 12 17 53  0
 9  0      0 24494308 205836 2962860  192 108816 62896 112704 50261 159046 28 18 47  7  0
 8  0      0 24494308 205836 2962860   28 2944  1976 20088 40411 82767 17  8 74  1  0
 4 11      0 24494308 205836 2962860    4 3380 13620  4340 31511 65252 15  8 62 16  0
 3 10      0 24494308 205836 2962860   44 2848 23928 19748 46341 79229 15  9 43 34  0
 8 12      0 24494308 205836 2962860   92 9428  1584 10884 18760 41869 13  6 32 48  0
 2 26      0 24494308 205836 2962860  960   12  4288   336 14156 25851  9  4 28 60  0
 2  0      0 24494308 205836 2962860 3056 6912 31152 47268 54118 99322 13  9 32 47  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 24494308 205836 2962860  112 35700 183276 63832 54238 104290 15 12 66  7  0
 3  0      0 24494308 205836 2962860 2576 39200 107460 48260 60085 94074 14 16 65  4  0
 1  7      0 24494308 205836 2962860   84 12876 28032 13572 30505 56850 14  6 65 14  0
 5  3      0 24494308 205836 2962860  712 54608 112404 69424 46645 90962 14 12 47 27  0
 3  1      0 24494308 205836 2962860 5084 52636 241364 67272 63523 122415 15 15 61  9  0
 2  2      0 24494308 205836 2962860 5708 7940 131232 22488 40208 77559 15 10 69  5  0
 4  1      0 24494308 205836 2962860  200  164 180304 13640 37807 69814 16 12 67  6  0
 7  1      0 24494308 205836 2962860  344  332 162880 11908 37123 72302 15 10 70  5  0
 3  0      0 24494308 205836 2962860  208  196 238044 13040 41188 95323 17 14 61  8  0
 2  0      0 24494308 205836 2962860  140  148 225588 12416 37227 67611 12  9 71  7  0
 3 17      0 24494308 205836 2962860  440  484 926888 10508 55734 114861  9 22 39 29  0
 5 17      0 24494308 205836 2962860   92   72 1291960  8568 62650 135122  9 33 16 41  0
 4 36      0 24494308 205836 2962860   52   64 1488092  5688 75406 130753  6 48  5 40  0
 4 42      0 24494308 205836 2962860  168  224 1665636  1376 74681 142335  3 41  2 53  0
17 40      0 24494308 205836 2962860  828 1048 1664956  2280 82420 126458  6 58  1 35  0
18 99      0 24494308 205836 2962860  512  472 1764940  2040 86252 115431  5 64  1 30  0
 5 47      0 24494308 205836 2962860  236  256 1600308  1436 75179 128738  5 55  1 39  0
 8 54      0 24494308 205836 2962860  476  288 1519256  2232 71954 156048  4 37  2 56  0
43 51      0 24494308 205836 2962860   24   12 1824480   580 81900 59450  1 96  0  3  0
28 141      0 24494308 205836 2962860    0    0 1908448   308 75164 46998  1 98  0  1  0
68 18      0 24494308 205836 2962860    8    4 1998172   236 77274 49183  1 99  0  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
58 44      0 24494308 205836 2962860    8    4 1878496    88 78362 47632  0 99  0  0  0
108 10      0 24494308 205836 2962860   36   20 1884724   136 70739 42473  0 99  0  0  0
47 47      0 24494308 205836 2962860  160  100 1712020   796 68886 47930  1 97  0  2  0
37 51      0 24494308 205836 2962860  268  252 1835852   520 85374 59440  2 96  0  2  0
50 52      0 24494308 205836 2962860  208  196 1904576   320 82739 53704  2 97  0  2  0
65 32      0 24494308 205836 2962860   80  116 1950600   212 82559 53299  2 98  0  1  0
100 78      0 24494308 205836 2962860  104   68 2062500   572 87160 57263  1 98  0  1  0
45 53      0 24494308 205836 2962860   40   20 1903840   216 72333 44864  1 98  0  1  0
84 23      0 24494308 205836 2962860   44   76 1994460   332 74445 48779  1 98  0  0  0
81 35      0 24494308 205836 2962860   68   84 2025488   320 84897 54225  1 98  0  0  0
91 39      0 24494308 205836 2962860    8    8 1845088   156 61561 36915  1 99  0  0  0
108 19      0 24494308 205836 2962860    0    0 1914000   332 66677 41372  1 99  0  0  0
69 57      0 24494308 205836 2962860    0    0 2265692   352 86104 53815  1 99  0  0  0
95 32      0 24494308 205836 2962860    0   12 1849420   124 65894 39089  1 98  0  0  0
79 47      0 24494308 205836 2962860    0    0 1829388    92 66719 41136  1 99  0  0  0
97 35      0 24494308 205836 2962860    0    4 1799764   116 64894 39450  0 99  0  0  0
84 33      0 24494308 205836 2962860   24   16 2002048   112 61054 36272  0 99  0  0  0
36 88      0 24494308 205836 2962860   32   28 2225260   252 75350 48076  1 99  0  1  0
46 126      0 24494308 205836 2962860   20    8 1255916   104 51540 52113  0 54  0 46  0
86 20      0 24494308 205836 2962860   16   28 2310152   540 88414 67955  0 86  0 14  0
93 24      0 24494308 205836 2962860   32   36 1981204   144 73975 50498  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
65 58      0 24494308 205836 2962860    4    4 1925348   272 72460 46738  1 99  0  0  0
98 26      0 24494308 205836 2962860   36   52 1877448   204 70245 46146  1 99  0  0  0
108 22      0 24494308 205836 2962860    8    8 1803196   144 65168 43685  2 98  0  0  0
26 146      0 24494308 205836 2962860   12   12 1315012   136 33164 37211  3 47  0 50  0
75 44      0 24494308 205836 2962860  260  188 1833260   352 84070 68420  3 82  0 14  0
66 63      0 24494308 205836 2962860   16   12 1928004   336 66747 40649  1 99  0  0  0
111 31      0 24494308 205836 2962860    4    4 1958884   140 66859 43693  1 99  0  0  0
73 61      0 24494308 205836 2962860    0    0 2198144   216 78775 51952  1 98  0  0  0
 9 182      0 24494308 205836 2962860    0    0 976860    88 30370 31392  0 60  0 39  0
102 36      0 24494308 205836 2962860   84   32 2056536   608 80984 60064  1 94  0  5  0
80 44      0 24494308 205836 2962860   28   12 1800212   224 66071 42374  1 99  0  0  0
103 28      0 24494308 205836 2962860  156  236 1910944   444 64859 40002  1 99  0  0  0
66 65      0 24494308 205836 2962860   84   96 2009124   560 63828 41482  1 98  0  0  0
57 77      0 24494308 205836 2962860  216  152 1878084   268 68681 43962  1 99  0  0  0
106 43      0 24494308 205836 2962860   40   16 2015240   528 64622 41056  1 99  0  0  0
93 52      0 24494308 205836 2962860   80   92 1876780   556 66971 43271  1 99  0  0  0
89 76      0 24494308 205836 2962860   44    0 1905284   132 69195 45669  1 99  0  0  0
111 27      0 24494308 205836 2962860   24   12 1880492   244 64009 38780  0 99  0  0  0
71 143      0 24494308 205836 2962860    4    8 1832112   184 62054 37093  1 99  0  0  0
137 13      0 24494308 205836 2962860   36   16 2876492   668 57510 35828  1 99  0  0  0
98 62      0 24494308 205836 2962860   20   16 2120384   648 100369 61636  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
154 16      0 24494308 205836 2962860    4    4 1692772   324 57622 36550  1 98  0  0  0
115 30      0 24494308 205836 2962860    4    4 1756504   252 56592 35392  0 100  0  0  0
114 41      0 24494308 205836 2962860   16   12 1929904   276 65282 40817  1 99  0  0  0
62 88      0 24494308 205836 2962860   12   16 1820840   292 60143 36052  1 99  0  0  0
107 58      0 24494308 205836 2962860    0    0 1905312   416 65185 40911  1 99  0  0  0
90 68      0 24494308 205836 2962860   24   16 1964364   268 69018 41895  1 99  0  0  0
109 30      0 24494308 205836 2962860   96   84 2271544   220 70015 44221  1 99  0  0  0
129 26      0 24494308 205836 2962860   12    8 1939516   148 71828 43974  1 99  0  0  0
53 95      0 24494308 205836 2962860   84   92 1891656   436 67862 42977  1 99  0  0  0
99 44      0 24494308 205836 2962860   96  100 3130476   340 65321 40106  1 98  0  0  0
94 27      0 24494308 205836 2962860  284  324 2032100   460 111240 70778  1 99  0  0  0
91 48      0 24494308 205836 2962860   24   32 1829192   352 70973 43669  1 98  0  0  0
 2 215      0 24494308 205836 2962860   16   20 2319388   252 62498 40513  1 91  0  8  0
90 33      0 24494308 205836 2962860   32   16 2147588   412 94079 79830  2 75  0 23  0
96 20      0 24494308 205836 2962860   48   44 2454812   212 76953 49544  1 99  0  0  0
107 40      0 24494308 205836 2962860    0    0 1789468   116 84336 51176  1 99  0  0  0
112 23      0 24494308 205836 2962860   24   28 1755196   296 61290 37818  1 99  0  0  0
13 129      0 24494308 205836 2962860   64   64 3452292   540 65134 42410  1 96  0  3  0
105 23      0 24494308 205836 2962860   16   16 1890076   332 125766 93362  0 89  0 10  0
113  9      0 24494308 205836 2962860   80   40 2008936   444 66480 40853  1 99  0  0  0
75 49      0 24494308 205836 2962860   36   24 1844956   252 66357 42234  1 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
103 17      0 24494308 205836 2962860  188  192 1833388   360 67336 41357  1 99  0  0  0
93 39      0 24494308 205836 2962860  144  144 1786396   276 62510 35418  0 99  0  0  0
83 37      0 24494308 205836 2962860   76   24 1800408   328 64793 42261  2 98  0  0  0
96 24      0 24494308 205836 2962860   48   48 1800476   272 66232 39666  1 98  0  0  0
112 62      0 24494308 205836 2962860   24   28 1859540   292 68541 42989  1 99  0  0  0
65 70      0 24494308 205836 2962860    4    8 1818068   236 66809 41464  1 99  0  0  0
 5 158      0 24494308 205836 2962860    4    4 2028884   432 48459 36966  1 75  0 24  0
85 32      0 24494308 205836 2962860   64   48 1862272   292 97995 78911  1 83  0 16  0
70 33      0 24494308 205836 2962860   16   16 1895240   268 67819 40051  0 99  0  0  0
91 22      0 24494308 205836 2962860   40   32 1966272   296 72700 45858  1 98  0  0  0
78 22      0 24494308 205836 2962860  120  116 1804160   348 74936 51772  1 99  0  0  0
90 14      0 24494308 205836 2962860  256  256 2532680   432 73963 46335  1 98  0  0  0
47 70      0 24494308 205836 2962860 1148 1268 1783260  1512 102527 63778  2 98  0  1  0
 2 188      0 24494308 205836 2962860 1544 1616 3542536  3136 92992 72936  3 86  0 11  0
 8 120      0 24494308 205836 2962860  244  128 1721472  1276 167404 300220  0 20  0 80  0
 2 277      0 24494308 205836 2962860  140  112 1219960   864 49720 80740  1 36  0 63  0
10 92      0 24494308 205836 2962860   80  284 1445104  1220 74732 137972  1 40  0 59  0
10 87      0 24494308 205836 2962860   52   60 1638912  1420 74245 121890  2 64  0 34  0
 7 86      0 24494308 205836 2962860  124  160 1638868  1620 72605 125560  2 60  0 38  0
47 42      0 24494308 205836 2962860   44   52 1700872  1576 76191 120897  2 65  0 33  0
 6 131      0 24494308 205836 2962860   52   44 1758848  1512 71851 122944  2 61  0 37  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
39 49      0 24494308 205836 2962860  888  876 1785188  2352 77018 118728  2 64  0 33  0
 8 76      0 24494308 205836 2962860   68   40 1710468  1656 79713 107625  2 73  0 25  0
 4 276      0 24494308 205836 2962860   88   56 1497624  1060 52470 85704  4 41  1 54  0
12 70      0 24494308 205836 2962860   16   12 1244612  1312 72261 155550  2 28  0 70  0
 3 51      0 24494308 205836 2962860  248  148 1515152  1872 67100 142810  3 49  1 47  0
 4 34      0 24494308 205836 2962860 1168 1080 1482008  2604 63130 138704  2 45  3 50  0
 6 43      0 24494308 205836 2962860  672  728 1516860  2424 63837 140330  1 40  4 54  0
 6 52      0 24494308 205836 2962860  132  112 1537468  2076 62645 143656  2 39  4 55  0
 6 52      0 24494308 205836 2962860   12   28 1524028  1564 64686 140439  1 42  2 55  0
 7 141      0 24494308 205836 2962860  172   72 1524464  1604 63703 128196  2 47  2 49  0
 5 46      0 24494308 205836 2962860   96   88 1560748  1856 63946 141164  3 37  3 57  0
 4 48      0 24494308 205836 2962860  212  156 1533180  1996 61664 151449  1 36  4 59  0
 5 51      0 24494308 205836 2962860  260  196 1503376  1828 64871 169470  2 35  2 61  0
 4 90      0 24494308 205836 2962860  140   72 1687820  1656 49449 118912  0 25  3 72  0
11 52      0 24494308 205836 2962860  168  296 1381464   980 90814 204842  1 35  1 63  0
47 11      0 24494308 205836 2962860  820  600 1611916  1144 84867 95766  2 76  0 22  0
29 35      0 24494308 205836 2962860  412  304 1656796   484 76523 75473  6 76  0 17  0
18 128      0 24494308 205836 2962860  276  228 1562344   804 63848 107998 10 54  1 35  0
 7 33      0 24494308 205836 2962860  128  116 1569192   828 66239 102699  9 56  1 34  0
18 29      0 24494308 205836 2962860  212  108 1653364   404 68705 104664  9 59  1 31  0
23 50      0 24494308 205836 2962860   52   52 1704188   388 72983 92229  5 72  1 23  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
18 51      0 24494308 205836 2962860   76   64 1786416   172 80198 88955  1 80  0 18  0
16 54      0 24494308 205836 2962860   24   40 1775104   144 78426 86455  3 80  0 17  0
 7 53      0 24494308 205836 2962860  116   84 1753196   416 80272 91014  1 80  0 19  0
12 49      0 24494308 205836 2962860   48   48 1761568   292 78651 89865  2 80  0 18  0
16 48      0 24494308 205836 2962860  220  140 1753932   356 77070 106274  2 67  1 31  0
34 34      0 24494308 205836 2962860   16   16 1751252   116 81493 94985  1 73  0 25  0
 7 64      0 24494308 205836 2962860   68   68 1787392   328 85334 77609  2 86  0 11  0
 8 61      0 24494308 205836 2962860  384  292 1709740   448 76625 100455  1 73  0 25  0
13 57      0 24494308 205836 2962860  368  260 1735936   424 80189 103504  2 71  1 27  0
25 48      0 24494308 205836 2962860  132  104 1791720   232 82026 84449  2 78  0 19  0
 5 59      0 24494308 205836 2962860   36   44 1711408   332 75921 96888  2 73  0 25  0
10 53      0 24494308 205836 2962860  108   64 1715620   472 84261 106360  2 74  0 24  0
 9 44      0 24494308 205836 2962860  184  148 1702440   428 80297 103413  2 68  1 29  0
 5 48      0 24494308 205836 2962860  132  124 1720440   416 81699 98587  2 75  1 23  0
29 36      0 24494308 205836 2962860  144  116 1671308   352 73628 84266  2 78  1 19  0
 8 52      0 24494308 205836 2962860  612  564 1663148   880 73628 110018  2 61  2 35  0
22 38      0 24494308 205836 2962860   36   36 1647392   348 68110 118423  2 54  2 42  0
 3 51      0 24494308 205836 2962860   48   44 1633180   660 70020 103791  1 67  1 31  0
 3 60      0 24494308 205836 2962860   28   24 1689052   644 71073 110566  2 64  1 33  0
 5 64      0 24494308 205836 2962860  296  284 1675912   924 68513 112586  1 61  1 36  0
10 54      0 24494308 205836 2962860  232  216 1764688   692 77648 103984  2 73  1 25  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6 364      0 24494308 205836 2962860   16   16 1759216   288 75262 100748  1 74  1 25  0
30 39      0 24494308 205836 2962860    4    8 1717960   548 75010 99406  2 73  1 25  0
35 36      0 24494308 205836 2962860  264  244 1626188   860 69922 107624  1 67  1 32  0
 3 141      0 24494308 205836 2962860    0    0 816060    84 24937 39832  0 20  0 79  0
31 36      0 24494308 205836 2962860   36   16 1816864   548 82896 142645  2 57  0 40  0
 2 56      0 24494308 205836 2962860  260  216 1716280   568 68231 98221  2 66  1 32  0
26 39      0 24494308 205836 2962860 1088  856 1657452  1920 69378 110266  2 61  1 36  0
 3 58      0 24494308 205836 2962860  132   80 1784656   824 77598 98875  2 77  0 21  0
23 34      0 24494308 205836 2962860   28   76 1690784   788 70821 117550  2 61  1 35  0
14 51      0 24494308 205836 2962860   28    8 1676512   532 64199 123665  2 52  3 44  0
18 44      0 24494308 205836 2962860   64   52 1698952   800 73942 103129  2 70  1 27  0
27 45      0 24494308 205836 2962860   92   88 1726992   656 71758 94300  3 72  0 26  0
 2 125      0 24494308 205836 2962860    0    0 1271836   220 45251 56792  1 41  2 56  0
 4 68      0 24494308 205836 2962860   36   32 1504784   428 71216 117880  1 43  0 56  0
11 223      0 24494308 205836 2962860  136  128 1778428   328 80103 90658  1 81  0 17  0
15 95      0 24494308 205836 2962860   40   36 1700548   296 72304 96630  2 72  0 25  0
16 34      0 24494308 205836 2962860  136  112 1695056  1144 69255 111423  2 65  1 32  0
 3 50      0 24494308 205836 2962860   64   20 1595548   872 61428 120323  2 47  4 47  0
 3 41      0 24494308 205836 2962860  184  172 1636260  1000 59700 146699  2 37  5 56  0
15 40      0 24494308 205836 2962860  192  204 1652216  1012 68486 127735  2 50  3 45  0
 4 62      0 24494308 205836 2962860  668  532 1606644  1508 69028 132457  2 46  3 49  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9 405      0 24494308 205836 2962860   76   92 1510432   752 57617 135604  2 41  3 54  0
 5 83      0 24494308 205836 2962860  196  116 1829912   992 55647 104450  1 43  4 51  0
 4 68      0 24494308 205836 2962860   16   12 1400796   296 76582 195110  0 29  1 69  0
 7 63      0 24494308 205836 2962860   24   32 1687876   820 79943 97937  2 74  0 24  0
18 45      0 24494308 205836 2962860    8   12 1646660   584 68351 124511  2 57  1 40  0
22 41      0 24494308 205836 2962860   20   12 1667672   492 67213 126134  1 54  2 42  0
 5 58      0 24494308 205836 2962860   32   36 1691592   776 71397 97492  2 72  1 25  0
37 44      0 24494308 205836 2962860   76   68 1655564   716 71645 125832  3 58  1 39  0
 5 82      0 24494308 205836 2962860  120   80 1512724   524 64167 116936  1 48  3 49  0
