# started_at=2025-12-14T01:53:18+03:00
# cmd: vmstat 1
# app_pid=1101786

procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0      0 10749536 1087176 8279352    0    0     0   384 17124 33109 45 13 42  0  0
12  0      0 10749536 1087176 8279352    0    0     0   452 17101 26745 46 11 42  0  0
27  0      0 10749536 1087176 8279352    0    0     0  9768 17191 26043 53 10 37  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  1104 21600 37250 32 13 55  1  0
 8  0      0 10749536 1087176 8279352    0    0     0   628 19469 33065 48 11 40  0  0
17  0      0 10749536 1087176 8279352    0    0     0   668 17488 37464 38 11 50  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  7652 23313 37359 34 13 53  1  0
 3  0      0 10749536 1087176 8279352    0    0     0   860 20739 37715 50 15 35  0  0
 7  0      0 10749536 1087176 8279352    0    0     0  4944 19190 39521 45 12 42  0  0
19  1      0 10749536 1087176 8279352    0    0     0  1236 20889 45005 50 12 37  1  0
11  0      0 10749536 1087176 8279352    0    0     0   984 19423 34611 52 13 35  0  0
18  0      0 10749536 1087176 8279352    0    0     0   740 19489 32512 48 12 39  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   696 19027 35704 51 12 37  0  0
 8  0      0 10749536 1087176 8279352    0    0     0  3896 21028 37864 41 14 45  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
19  1      0 10749536 1087176 8279352    0    0     0   596 17120 30621 49  9 42  0  0
13  0      0 10749536 1087176 8279352    0    0     0 18952 24220 44510 50 16 31  3  0
10  0      0 10749536 1087176 8279352    0    0     0   440 17354 26779 48  9 43  0  0
11  0      0 10749536 1087176 8279352    0    0     0   716 15861 31630 50 13 36  1  0
 4  0      0 10749536 1087176 8279352    0    0     0  1124 22304 42948 38 15 46  1  0
12  0      0 10749536 1087176 8279352    0    0     0  1732 21899 46272 27 10 62  1  0
11  0      0 10749536 1087176 8279352    0    0     0   900 18088 39745 42 12 46  0  0
11  0      0 10749536 1087176 8279352    0    0     0  1588 24031 56625 48 17 34  1  0
 5  0      0 10749536 1087176 8279352    0    0     0   404 18014 28171 35 12 53  1  0
 9  0      0 10749536 1087176 8279352    0    0     0   492 16698 32686 47 10 43  0  0
 6  1      0 10749536 1087176 8279352    0    0     0   592 21038 34222 50 13 36  1  0
 7  0      0 10749536 1087176 8279352    0    0     0   536 16779 31503 48 12 40  0  0
14  0      0 10749536 1087176 8279352    0    0     0   340 16549 29597 32  8 59  1  0
 7  0      0 10749536 1087176 8279352    0    0     0 10112 20728 42572 45 17 36  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   888 17441 36339 56 14 29  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   500 17654 28493 47 10 43  1  0
17  2      0 10749536 1087176 8279352    0    0     0 15780 19785 38957 46 16 38  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   440 17626 28869 52 10 37  1  0
10  0      0 10749536 1087176 8279352    0    0     0   212 16729 26066 47 13 40  0  0
14  1      0 10749536 1087176 8279352    0    0     0   516 18126 26921 49  9 42  1  0
 6  1      0 10749536 1087176 8279352    0    0     0   644 15099 29025 46 12 42  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 10749536 1087176 8279352    0    0     0   224 17601 30272 28 11 61  1  0
 5  0      0 10749536 1087176 8279352    0    0     0   552 17882 29161 47 13 39  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   432 19181 33894 27 10 63  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   528 19324 30397 47 12 40  1  0
 8  0      0 10749536 1087176 8279352    0    0     0   404 17326 29384 50 12 38  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   428 21149 35539 52 15 33  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   628 15813 23617 46 11 43  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   348 15772 27170 26 12 62  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   452 18490 28364 47 11 42  0  0
15  0      0 10749536 1087176 8279352    0    0     0   568 17276 33813 24 10 65  1  0
 5  0      0 10749536 1087176 8279352    0    0     0   204 18660 30364 50 13 37  0  0
 3  0      0 10749536 1087176 8279352    0    0     0 18808 18985 25050 47 12 41  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   704 18921 36796 27 13 60  1  0
 3  0      0 10749536 1087176 8279352    0    0     0   384 17189 32381 30  9 61  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   528 20631 36966 53 14 32  0  0
16  0      0 10749536 1087176 8279352    0    0     0   480 17930 37324 36 14 50  0  0
11  0      0 10749536 1087176 8279352    0    0     0  7076 31557 28613 51 17 32  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   436 19082 28477 33 12 54  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  1088 18361 33846 47 15 38  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   416 18018 36113 25 11 63  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   376 18533 28373 47 10 43  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0      0 10749536 1087176 8279352    0    0     0  1032 19114 39752 30 14 55  1  0
 7  0      0 10749536 1087176 8279352    0    0     0  3128 18139 36945 48 17 35  1  0
 6  0      0 10749536 1087176 8279352    0    0     0   524 19824 31046 29  9 62  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   712 19806 35528 51 17 31  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   428 17766 30870 49 12 39  0  0
 9  1      0 10749536 1087176 8279352    0    0     0   664 17451 28932 48  8 44  0  0
 7  0      0 10749536 1087176 8279352    0    0     0 10192 18784 33771 48 13 38  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   568 17103 37653 49 14 37  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   620 18230 31202 47 13 39  0  0
21  0      0 10749536 1087176 8279352    0    0     0   772 15566 30110 29  9 62  1  0
13  0      0 10749536 1087176 8279352    0    0     0   632 17428 34823 52 16 32  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  2048 17768 29190 43  9 48  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   652 19931 37199 49 14 36  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   208 17952 28282 46 11 43  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   732 18753 33646 49 14 37  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   348 18124 36371 28 13 59  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   436 16769 26647 47  8 45  0  0
13  0      0 10749536 1087176 8279352    0    0     0  1928 20192 36139 47 14 39  1  0
11  0      0 10749536 1087176 8279352    0    0     0   368 15864 27474 49 13 37  0  0
20  4      0 10749536 1087176 8279352    0    0     0 18192 21515 34080 49 10 40  1  0
 3  0      0 10749536 1087176 8279352    0    0     0  1304 22328 34532 30 14 55  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 10749536 1087176 8279352    0    0     0   428 16763 25457 48 11 41  0  0
10  0      0 10749536 1087176 8279352    0    0     0   432 14592 26387 37 12 51  0  0
21  0      0 10749536 1087176 8279352    0    0     0   544 15727 30115 55 10 35  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   588 20433 36672 31 15 53  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   616 17980 30919 50 14 35  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   224 16495 25014 47  7 46  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   696 18515 31589 51 16 32  1  0
 6  0      0 10749536 1087176 8279352    0    0     0   384 19025 33639 46 11 43  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  1924 17608 33515 28 10 61  1  0
14  0      0 10749536 1087176 8279352    0    0     0  1108 19870 35566 51 16 33  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   736 19642 41061 31 15 53  1  0
 8  1      0 10749536 1087176 8279352    0    0     0   560 18359 30453 50 12 38  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   436 19846 38112 28 10 62  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   476 19683 34034 51 12 36  0  0
 6  0      0 10749536 1087176 8279352    0    0     0 12020 16980 28073 49 12 38  0  0
10  0      0 10749536 1087176 8279352    0    0     0   960 19147 34335 49 11 39  1  0
 7  0      0 10749536 1087176 8279352    0    0     0   428 16062 28117 26 12 62  0  0
17  0      0 10749536 1087176 8279352    0    0     0   760 20147 37618 52 13 34  1  0
13  0      0 10749536 1087176 8279352    0    0     0   224 14760 24588 60 11 29  0  0
14  0      0 10749536 1087176 8279352    0    0     0  1444 19253 32821 53  9 37  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   372 15518 28219 27 11 61  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 10749536 1087176 8279352    0    0     0   640 20653 35071 56 17 27  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   472 18643 34515 49 10 42  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   268 16565 31666 27 12 60  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   696 17897 31428 47 13 39  0  0
12  0      0 10749536 1087176 8279352    0    0     0   384 17402 32060 46 10 44  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   392 16795 26244 47 10 42  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   824 19948 36913 25 13 62  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   388 18441 27195 47 12 41  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  7752 22965 34147 52 12 35  1  0
 6  0      0 10749536 1087176 8279352    0    0     0 10512 18705 30169 45 10 45  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   520 17722 27015 45 12 42  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   560 19218 32346 45  9 45  1  0
11  0      0 10749536 1087176 8279352    0    0     0   308 19059 32722 48 11 41  0  0
17  1      0 10749536 1087176 8279352    0    0     0  1128 46953 34475 44 20 35  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  1528 29288 30539 32 14 53  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   340 22432 28135 44 10 45  0  0
 8  0      0 10749536 1087176 8279352    0    0     0  1688 19860 43178 54 14 31  1  0
10  0      0 10749536 1087176 8279352    0    0     0   268 21498 29855 54 14 32  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   516 20408 26312 49  9 41  0  0
17  0      0 10749536 1087176 8279352    0    0     0   388 22770 30507 45 10 44  0  0
12  0      0 10749536 1087176 8279352    0    0     0  2304 23529 35712 49 13 38  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  1      0 10749536 1087176 8279352    0    0     0   536 16122 25509 48 12 40  0  0
13  0      0 10749536 1087176 8279352    0    0     0   288 20334 32068 41 10 48  0  0
 5  1      0 10749536 1087176 8279352    0    0     0   576 24142 33774 40 13 46  0  0
 8  0      0 10749536 1087176 8279352    0    0     0  7440 26520 36355 50 14 35  1  0
 6  0      0 10749536 1087176 8279352    0    0     0 11364 25614 39442 59 13 28  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   432 23272 30088 50 11 39  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   820 24173 36206 50 14 36  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   388 19494 29030 45 10 45  0  0
14  0      0 10749536 1087176 8279352    0    0     0   740 22888 30401 43 11 45  0  0
13  0      0 10749536 1087176 8279352    0    0     0   616 24572 38665 46 13 40  1  0
11  0      0 10749536 1087176 8279352    0    0     0   612 23279 32377 49 14 36  0  0
15  0      0 10749536 1087176 8279352    0    0     0   516 22900 31386 49  9 41  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   460 26317 44910 52 16 32  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  1144 26603 43340 54 17 28  1  0
 6  0      0 10749536 1087176 8279352    0    0     0   452 21483 28834 46  9 45  0  0
 3  0      0 10749536 1087176 8279352    0    0     0  2604 25928 39045 52 14 33  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   748 23803 35798 52 13 34  1  0
 5  0      0 10749536 1087176 8279352    0    0     0 17880 28211 40693 50 14 34  1  0
 6  0      0 10749536 1087176 8279352    0    0     0   592 22562 28438 47  9 44  0  0
13  0      0 10749536 1087176 8279352    0    0     0   656 23515 38000 36 15 49  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   708 25665 36062 45 15 39  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0      0 10749536 1087176 8279352    0    0     0   284 23906 31554 49 10 41  0  0
14  0      0 10749536 1087176 8279352    0    0     0  1580 21083 31923 49 11 39  0  0
13  0      0 10749536 1087176 8279352    0    0     0   964 26195 38241 41 14 44  1  0
11  0      0 10749536 1087176 8279352    0    0     0   460 21907 29652 46 11 42  0  0
15  0      0 10749536 1087176 8279352    0    0     0   492 24393 34230 44 11 45  0  0
 9  0      0 10749536 1087176 8279352    0    0     0   556 21319 27835 47 11 42  0  0
 8  0      0 10749536 1087176 8279352    0    0     0  1408 27090 52915 50 22 28  1  0
 5  0      0 10749536 1087176 8279352    0    0     0  1176 22805 35199 46  7 46  1  0
 4  0      0 10749536 1087176 8279352    0    0     0  1008 24316 42629 18 11 70  1  0
 7  0      0 10749536 1087176 8279352    0    0     0   304 23423 34867 15  7 79  0  0
16  0      0 10749536 1087176 8279352    0    0     0   400 24159 38446 42  9 48  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   324 24195 37254 31  8 60  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  2452 22620 35435 15  7 77  1  0
 4  0      0 10749536 1087176 8279352    0    0     0  1204 27554 47957 21 12 66  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   524 26806 42121 29 11 59  1  0
 2  0      0 10749536 1087176 8279352    0    0     0   736 25615 43858 24  9 65  2  0
14  0      0 10749536 1087176 8279352    0    0     0  7336 25316 33101 29  8 62  1  0
 6  0      0 10749536 1087176 8279352    0    0     0 16232 22747 27655 46  5 49  0  0
 8  1      0 10749536 1087176 8279352    0    0     0   780 20640 30683 25  8 66  0  0
 7  0      0 10749536 1087176 8279352    0    0     0    68 16737 25119 23  4 73  0  0
 5  1      0 10749536 1087176 8279352    0    0     0    60 20298 30032 20  5 76  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0      0 10749536 1087176 8279352    0    0     0   436 21908 35122 16  8 76  1  0
 7  0      0 10749536 1087176 8279352    0    0     0  1144 18666 26876 14  4 82  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   452 20663 30974 14  7 78  1  0
 6  0      0 10749536 1087176 8279352    0    0     0   324 26895 31490 35  7 57  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   308 20170 30134 14  6 79  1  0
 3  0      0 10749536 1087176 8279352    0    0     0     0 22261 39888 42  8 50  0  0
 3  0      0 10749536 1087176 8279352    0    0     0  1112 22879 34781 17  6 76  1  0
 3  0      0 10749536 1087176 8279352    0    0     0  1348 17815 23621 14  5 80  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  5844 21455 33237 14  8 77  1  0
 7  0      0 10749536 1087176 8279352    0    0     0    20 18605 25244 16  4 80  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    80 30997 26558 17 12 71  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  1352 25727 46758 21  8 70  1  0
 8  0      0 10749536 1087176 8279352    0    0     0  1672 22166 23924 40  6 54  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   528 22898 36321 16  8 75  1  0
 6  0      0 10749536 1087176 8279352    0    0     0    48 21251 32399 20  6 75  0  0
 5  0      0 10749536 1087176 8279352    0    0     0    36 17508 22614 15  5 80  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   924 21748 34207 18  7 74  1  0
 6  0      0 10749536 1087176 8279352    0    0     0    44 19196 27899 17  6 77  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  1604 22702 36855 16  8 75  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    16 20548 31992 15  5 80  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    68 26285 39554 53  9 39  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  1      0 10749536 1087176 8279352    0    0     0   928 24741 40566 16  9 73  1  0
 6  0      0 10749536 1087176 8279352    0    0     0   164 21388 31310 17  7 76  1  0
 6  0      0 10749536 1087176 8279352    0    0     0  1472 22799 35741 18  7 75  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   816 26816 40596 25  8 66  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   264 22480 31452 28  8 64  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  7212 25412 33515 25  7 68  1  0
11  0      0 10749536 1087176 8279352    0    0     0  9772 26153 42468 26 10 63  1  0
 7  0      0 10749536 1087176 8279352    0    0     0   244 28851 30940 55  9 36  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  1348 23839 37243 28  8 65  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   416 22807 34428 21  8 71  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   208 22753 48856 27  6 67  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   444 21838 33774 14  7 79  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   212 19976 28982 14  5 81  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   468 19203 27657 14  5 81  0  0
 4  0      0 10749536 1087176 8279352    0    0     0 13216 29995 35460 40  8 51  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   380 21065 30667 12  6 82  0  0
 3  0      0 10749536 1087176 8279352    0    0     0    32 17938 24173 32  6 62  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   976 26981 44982 20  9 70  1  0
 5  0      0 10749536 1087176 8279352    0    0     0   200 20607 30657 18  5 77  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  2816 21852 32689 20  6 74  1  0
 5  0      0 10749536 1087176 8279352    0    0     0   912 26844 35104 44  9 46  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 10749536 1087176 8279352    0    0     0   824 22643 35691 17  9 73  1  0
 6  0      0 10749536 1087176 8279352    0    0     0   204 18443 25311 12  5 82  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   472 19136 28587 13  5 81  0  0
 9  0      0 10749536 1087176 8279352    0    0     0   176 19976 23611 35  6 59  0  0
 7  0      0 10749536 1087176 8279352    0    0     0  1548 22504 45924 22  9 68  1  0
 6  0      0 10749536 1087176 8279352    0    0     0   688 24208 38911 14  9 76  1  0
 5  0      0 10749536 1087176 8279352    0    0     0   104 17898 23075 32  5 63  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   320 19441 29439 14  4 81  0  0
 6  0      0 10749536 1087176 8279352    0    0     0    68 18855 27549 13  6 80  0  0
 7  0      0 10749536 1087176 8279352    0    0     0  1796 19007 27233 12  5 83  0  0
11  0      0 10749536 1087176 8279352    0    0     0  7424 20561 26646 32  7 61  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   472 23622 40001 16  8 76  0  0
 6  0      0 10749536 1087176 8279352    0    0     0    80 18100 25079 13  5 81  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   860 21218 31195 15  7 78  1  0
 4  0      0 10749536 1087176 8279352    0    0     0  1176 13726 20042 12  4 84  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   352 19997 28057 13  5 82  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   132 18895 26754 13  5 81  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   144 17814 23962 14  5 81  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   260 19802 30702 13  6 81  0  0
14  0      0 10749536 1087176 8279352    0    0     0  1260 26125 42380 50  7 42  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   276 23529 35718 19  7 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0      0 10749536 1087176 8279352    0    0     0   120 22107 37477 17  8 75  0  0
 5  0      0 10749536 1087176 8279352    0    0     0    36 19938 25108 38  4 58  0  0
 9  1      0 10749536 1087176 8279352    0    0     0   712 21074 39399 17  9 74  1  0
 6  0      0 10749536 1087176 8279352    0    0     0  7240 22540 35887 18  6 76  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  6196 20268 28631 18  5 77  0  0
11  0      0 10749536 1087176 8279352    0    0     0   624 23988 36060 19  8 73  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    76 21187 25898 41  6 52  0  0
11  0      0 10749536 1087176 8279352    0    0     0   140 23442 21778 11 10 79  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   380 20296 31364 14  7 78  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  1332 20292 41917 21  6 73  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   588 22699 36882 15  8 76  0  0
 5  0      0 10749536 1087176 8279352    0    0     0    16 19256 29144 16  4 80  0  0
 5  0      0 10749536 1087176 8279352    0    0     0    80 19300 26820 22  7 71  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   812 24660 38649 19  7 74  1  0
 7  0      0 10749536 1087176 8279352    0    0     0  1356 20786 30288 20  5 75  0  0
 9  0      0 10749536 1087176 8279352    0    0     0   636 24024 40457 17  9 74  1  0
 4  0      0 10749536 1087176 8279352    0    0     0    36 20735 31632 17  6 77  0  0
 7  1      0 10749536 1087176 8279352    0    0     0   132 26194 26535 40  7 53  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   292 18920 25950 13  6 81  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    96 19485 27180 16  5 79  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  1568 22739 36286 15  7 78  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 10749536 1087176 8279352    0    0     0   124 19361 27487 16  5 78  0  0
12  0      0 10749536 1087176 8279352    0    0     0   292 21307 26185 38  7 56  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   616 24865 39884 22  9 69  1  0
 5  0      0 10749536 1087176 8279352    0    0     0    40 21358 42430 23  6 71  0  0
 7  0      0 10749536 1087176 8279352    0    0     0  2208 27088 51970 19 10 70  1  0
 4  0      0 10749536 1087176 8279352    0    0     0    48 19553 29425 14  5 81  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    76 19084 25831 20  6 74  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   528 24092 42214 16  8 75  1  0
 4  0      0 10749536 1087176 8279352    0    0     0    76 21907 32899 17  6 77  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   344 25125 41254 17  8 75  0  0
 3  0      0 10749536 1087176 8279352    0    0     0    84 26426 29195 41  6 53  0  0
 8  0      0 10749536 1087176 8279352    0    0     0 19116 27505 41958 22  8 68  2  0
 7  0      0 10749536 1087176 8279352    0    0     0   228 19278 33393 18  8 73  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   364 18720 31144 16  5 78  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   252 17443 29175 15  6 79  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   364 22228 35510 16  7 77  0  0
 6  0      0 10749536 1087176 8279352    0    0     0    80 19445 30406 16  6 78  0  0
 9  0      0 10749536 1087176 8279352    0    0     0   592 20146 44074 23  7 70  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   108 22503 28995 43  5 52  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   128 22609 36816 18  7 75  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   316 23983 39698 19  7 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0      0 10749536 1087176 8279352    0    0     0    36 20742 30769 18  6 76  0  0
 7  0      0 10749536 1087176 8279352    0    0     0  2624 24301 41145 17  8 75  0  0
 3  0      0 10749536 1087176 8279352    0    0     0    32 21857 32558 16  6 78  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   512 26622 34881 39  9 51  0  0
 3  0      0 10749536 1087176 8279352    0    0     0    52 20442 28799 15  5 80  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   140 21571 30187 21  7 72  0  0
13  0      0 10749536 1087176 8279352    0    0     0  2196 22454 36250 30 11 59  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   680 23291 27179 23  7 70  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   228 21454 31524 13  6 81  0  0
13  0      0 10749536 1087176 8279352    0    0     0   580 24211 40733 20  7 74  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   800 26938 60380 29 10 60  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  2136 22217 33132 19  6 75  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   776 24547 40461 40 12 48  0  0
 7  0      0 10749536 1087176 8279352    0    0     0    84 24761 30038 23  6 70  0  0
 6  0      0 10749536 1087176 8279352    0    0     0    44 19500 26636 17  4 79  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   340 21921 33459 16  7 78  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  1248 18978 26073 14  4 82  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   396 24482 39589 14  8 77  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   104 22449 34839 15  5 80  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   188 21929 32127 19  5 77  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   356 25489 33359 43  9 47  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
15  0      0 10749536 1087176 8279352    0    0     0  6744 20645 31878 16  6 78  0  0
 7  0      0 10749536 1087176 8279352    0    0     0 10756 23365 36848 18  6 76  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  1056 21280 42331 23 10 67  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   208 20183 53675 27  8 65  0  0
 5  0      0 10749536 1087176 8279352    0    0     0    32 25230 27378 19 11 70  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   364 18199 34820 20  7 74  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  1796 15952 28284 18  6 76  0  0
14  0      0 10749536 1087176 8279352    0    0     0   640 18726 36474 17  7 76  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   328 17295 34015 18  6 76  0  0
 3  0      0 10749536 1087176 8279352    0    0     0    16 14425 24046 14  5 81  0  0
15  0      0 10749536 1087176 8279352    0    0     0   156 15817 28507 19  4 77  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  1528 23187 36646 43 10 47  0  0
