# started_at=2025-12-14T01:53:18+03:00
# cmd: vmstat 1
# app_pid=1101786

procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
15  0      0 10749536 1087176 8279352    0    0     0  1052 20249 42532 40 11 48  1  0
28  1      0 10749536 1087176 8279352    0    0     0   736 47581 40617 48 21 31  0  0
 4  0      0 10749536 1087176 8279352    0    0     0 22968 31887 41664 46 19 34  1  0
14  1      0 10749536 1087176 8279352    0    0     0  2168 19715 36958 47 13 39  1  0
 7  0      0 10749536 1087176 8279352    0    0     0  1248 21727 49019 27 20 52  1  0
34  1      0 10749536 1087176 8279352    0    0     0  1016 22808 45593 47 17 35  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   592 20927 37462 48 15 36  0  0
 3  0      0 10749536 1087176 8279352    0    0     0  1360 20471 39232 47 15 38  1  0
 6  1      0 10749536 1087176 8279352    0    0     0   944 20143 38377 48 20 32  0  0
30  0      0 10749536 1087176 8279352    0    0     0  2088 22754 45266 48 14 37  1  0
25  0      0 10749536 1087176 8279352    0    0     0   792 19589 40838 46 15 38  1  0
 5  0      0 10749536 1087176 8279352    0    0     0   996 19281 37323 48 15 36  1  0
11  0      0 10749536 1087176 8279352    0    0     0  8012 22839 44578 48 18 34  1  0
 4  0      0 10749536 1087176 8279352    0    0     0  1220 25253 57100 38 19 42  1  0
 4  0      0 10749536 1087176 8279352    0    0     0  1024 20563 38057 50 16 34  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 10749536 1087176 8279352    0    0     0  2440 22225 44522 51 14 34  1  0
 5  0      0 10749536 1087176 8279352    0    0     0  1144 21002 39010 49 14 36  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   940 17828 37695 50 16 34  1  0
17  0      0 10749536 1087176 8279352    0    0     0   916 18609 37520 52 16 32  0  0
13  0      0 10749536 1087176 8279352    0    0     0   948 23342 42261 49 17 32  1  0
19  0      0 10749536 1087176 8279352    0    0     0  1928 22912 47482 41 20 39  1  0
17  0      0 10749536 1087176 8279352    0    0     0 32380 28594 46795 48 13 35  4  0
13  0      0 10749536 1087176 8279352    0    0     0   968 18685 35136 49 15 36  0  0
10  0      0 10749536 1087176 8279352    0    0     0   956 19842 39078 48 16 36  1  0
 6  0      0 10749536 1087176 8279352    0    0     0  1280 21623 41841 49 17 33  1  0
18  0      0 10749536 1087176 8279352    0    0     0  1028 21177 41940 49 16 34  1  0
14  0      0 10749536 1087176 8279352    0    0     0   756 19152 40266 45 14 41  1  0
14  0      0 10749536 1087176 8279352    0    0     0  1856 20275 37600 46 15 39  0  0
14  0      0 10749536 1087176 8279352    0    0     0   692 21253 40981 50 16 34  1  0
16  0      0 10749536 1087176 8279352    0    0     0  1052 22934 46668 47 19 34  1  0
14  0      0 10749536 1087176 8279352    0    0     0   804 22226 44385 48 16 36  1  0
10  1      0 10749536 1087176 8279352    0    0     0   632 19799 36045 49 12 38  0  0
11  0      0 10749536 1087176 8279352    0    0     0  1368 22523 46724 46 20 33  1  0
19  0      0 10749536 1087176 8279352    0    0     0  2092 21631 46646 51 16 33  1  0
 6  0      0 10749536 1087176 8279352    0    0     0   568 19448 32320 51 15 34  0  0
 9  0      0 10749536 1087176 8279352    0    0     0  1444 23501 46583 49 18 33  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 10749536 1087176 8279352    0    0     0   628 17780 35460 49 13 37  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  7672 22009 39248 49 15 36  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  1620 20780 42606 27 14 58  1  0
18  0      0 10749536 1087176 8279352    0    0     0  1120 17242 34589 42 16 42  0  0
12  0      0 10749536 1087176 8279352    0    0     0  1016 22265 42263 46 13 41  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   740 20643 37919 35 14 50  1  0
 5  0      0 10749536 1087176 8279352    0    0     0 22912 22776 39293 50 17 33  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   888 20055 38147 47 14 39  1  0
27  0      0 10749536 1087176 8279352    0    0     0  2004 22643 49671 31 17 51  1  0
 5  1      0 10749536 1087176 8279352    0    0     0  1092 21991 42801 48 15 35  2  0
 8  1      0 10749536 1087176 8279352    0    0     0   540 19840 38987 28 12 60  1  0
 5  0      0 10749536 1087176 8279352    0    0     0  1368 23963 48913 54 20 25  1  0
 4  0      0 10749536 1087176 8279352    0    0     0  1236 23551 48925 51 17 32  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   800 21768 40262 52 16 32  1  0
13  1      0 10749536 1087176 8279352    0    0     0  2440 21492 50690 47 17 35  1  0
13  0      0 10749536 1087176 8279352    0    0     0   864 19336 39893 51 15 33  1  0
 6  0      0 10749536 1087176 8279352    0    0     0  1068 19153 36150 48 14 37  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   984 20118 38397 48 12 38  1  0
13  0      0 10749536 1087176 8279352    0    0     0  1432 22032 49839 44 18 36  1  0
12  0      0 10749536 1087176 8279352    0    0     0   836 21913 40687 49 15 36  1  0
 5  0      0 10749536 1087176 8279352    0    0     0   696 21190 37934 37 13 50  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0      0 10749536 1087176 8279352    0    0     0  8092 20797 40864 43 15 41  1  0
11  0      0 10749536 1087176 8279352    0    0     0   992 22537 39120 48 17 34  1  0
 4  0      0 10749536 1087176 8279352    0    0     0  4912 20086 37669 40 12 47  1  0
 3  0      0 10749536 1087176 8279352    0    0     0  2552 21992 41001 51 17 32  1  0
 8  0      0 10749536 1087176 8279352    0    0     0  1064 34094 45634 46 21 32  1  0
11  0      0 10749536 1087176 8279352    0    0     0  1452 42389 38615 46 16 37  1  0
15  0      0 10749536 1087176 8279352    0    0     0   660 20940 40085 41 16 42  1  0
 6  0      0 10749536 1087176 8279352    0    0     0  1392 22476 49344 47 17 35  1  0
 6  0      0 10749536 1087176 8279352    0    0     0  1952 19792 36218 48 14 38  0  0
19  0      0 10749536 1087176 8279352    0    0     0   772 21448 38685 47 14 38  1  0
 5  0      0 10749536 1087176 8279352    0    0     0   824 17456 38424 49 16 34  1  0
17  0      0 10749536 1087176 8279352    0    0     0   968 20408 36928 48 12 38  1  0
11  0      0 10749536 1087176 8279352    0    0     0  1280 22119 44769 49 17 34  1  0
12  0      0 10749536 1087176 8279352    0    0     0   732 20476 38925 49 16 35  1  0
14  0      0 10749536 1087176 8279352    0    0     0   648 22707 42893 49 15 35  1  0
20  0      0 10749536 1087176 8279352    0    0     0  1056 21463 46439 46 19 34  1  0
13  0      0 10749536 1087176 8279352    0    0     0 25180 22946 43193 42 17 40  1  0
18  0      0 10749536 1087176 8279352    0    0     0  1384 21299 39249 45 13 41  1  0
 7  0      0 10749536 1087176 8279352    0    0     0  2284 21924 43463 49 19 31  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   828 20468 37243 47 12 41  1  0
29  0      0 10749536 1087176 8279352    0    0     0  8120 25733 49938 49 19 31  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 10749536 1087176 8279352    0    0     0  1116 20780 43078 30 15 54  1  0
13  0      0 10749536 1087176 8279352    0    0     0   844 19728 39434 37 15 48  1  0
 9  0      0 10749536 1087176 8279352    0    0     0  1108 26023 48297 42 18 39  1  0
10  0      0 10749536 1087176 8279352    0    0     0  2896 23363 46172 53 18 29  1  0
 5  0      0 10749536 1087176 8279352    0    0     0 27076 26174 47788 36 18 45  1  0
 5  1      0 10749536 1087176 8279352    0    0     0   660 20811 36888 47 10 42  0  0
11  0      0 10749536 1087176 8279352    0    0     0   984 19830 41119 39 19 42  0  0
10  0      0 10749536 1087176 8279352    0    0     0   848 22522 46797 46 18 36  0  0
14  0      0 10749536 1087176 8279352    0    0     0   788 21511 39946 45 12 43  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  2076 20631 35795 46 15 39  0  0
 9  0      0 10749536 1087176 8279352    0    0     0  1480 22573 50054 29 17 54  0  0
15  0      0 10749536 1087176 8279352    0    0     0   636 21826 40390 47 12 41  0  0
 8  1      0 10749536 1087176 8279352    0    0     0   912 22347 41640 48 17 34  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   708 19859 34763 49 13 38  0  0
16  0      0 10749536 1087176 8279352    0    0     0  1560 23497 45498 54 16 30  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  1940 20964 39953 49 15 36  0  0
13  0      0 10749536 1087176 8279352    0    0     0   820 19633 37588 47 18 35  0  0
31  0      0 10749536 1087176 8279352    0    0     0  1364 18004 37539 44 11 44  0  0
14  0      0 10749536 1087176 8279352    0    0     0   884 21545 40789 47 17 35  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  1360 21416 40068 36 16 48  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  1388 20668 43195 29 13 58  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 10749536 1087176 8279352    0    0     0  1000 21557 38214 48 15 37  0  0
14  0      0 10749536 1087176 8279352    0    0     0   936 20528 47575 45 16 38  0  0
15  0      0 10749536 1087176 8279352    0    0     0  1060 19352 36841 47 15 37  0  0
17  0      0 10749536 1087176 8279352    0    0     0 30140 22349 37030 46 17 37  0  0
 3  0      0 10749536 1087176 8279352    0    0     0  1048 22000 42781 35 15 50  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  1852 21036 37015 49 15 36  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   732 18978 40040 49 10 41  0  0
10  0      0 10749536 1087176 8279352    0    0     0  1040 20664 43001 55 18 27  0  0
 3  0      0 10749536 1087176 8279352    0    0     0  1020 20851 40226 33 16 51  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   752 19827 35580 47 12 41  0  0
 8  0      0 10749536 1087176 8279352    0    0     0  1816 19961 40259 49 19 32  0  0
14  0      0 10749536 1087176 8279352    0    0     0  1172 20463 46076 44 14 42  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  1292 21676 46902 41 18 41  0  0
 7  0      0 10749536 1087176 8279352    0    0     0  1504 21460 41927 59 18 23  0  0
17  0      0 10749536 1087176 8279352    0    0     0  1168 21193 47927 34 23 42  0  0
22  0      0 10749536 1087176 8279352    0    0     0  3256 22936 51507 56 18 25  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  1168 20861 47574 53 21 25  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   968 20279 40347 52 18 30  0  0
 9  0      0 10749536 1087176 8279352    0    0     0  1140 20254 40228 50 16 34  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  1648 20776 46605 52 20 27  0  0
14  0      0 10749536 1087176 8279352    0    0     0  2096 21693 49530 37 14 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0      0 10749536 1087176 8279352    0    0     0   828 31085 42647 51 20 30  0  0
21  0      0 10749536 1087176 8279352    0    0     0  1020 52853 37346 54 22 24  0  0
11  1      0 10749536 1087176 8279352    0    0     0   820 32110 45219 51 18 30  0  0
 5  0      0 10749536 1087176 8279352    0    0     0 30656 23453 47684 55 18 26  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   800 20841 40943 49 14 37  0  0
22  0      0 10749536 1087176 8279352    0    0     0  2964 22290 53958 38 18 43  0  0
11  0      0 10749536 1087176 8279352    0    0     0  1080 20078 36792 50 16 34  0  0
33  0      0 10749536 1087176 8279352    0    0     0   900 20348 37400 45 14 41  0  0
23  0      0 10749536 1087176 8279352    0    0     0  1536 21228 39328 47 15 37  0  0
10  0      0 10749536 1087176 8279352    0    0     0  1396 23846 51149 40 19 40  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  1200 19566 46528 46 17 38  0  0
15  0      0 10749536 1087176 8279352    0    0     0   912 22160 40450 49 12 38  0  0
 8  0      0 10749536 1087176 8279352    0    0     0  1336 25611 56839 37 21 41  0  0
 7  0      0 10749536 1087176 8279352    0    0     0  1164 22511 48122 48 16 36  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   664 19717 42107 27 13 60  0  0
11  0      0 10749536 1087176 8279352    0    0     0  2804 22043 47985 45 20 35  0  0
17  0      0 10749536 1087176 8279352    0    0     0   920 19207 41940 43 16 41  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   892 22458 41020 39 14 47  0  0
10  0      0 10749536 1087176 8279352    0    0     0  7648 21805 43649 29 14 57  0  0
26  0      0 10749536 1087176 8279352    0    0     0  1328 19371 42947 45 19 36  0  0
18  0      0 10749536 1087176 8279352    0    0     0  1908 23659 44578 48 15 37  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0      0 10749536 1087176 8279352    0    0     0   760 20911 39466 47 15 38  0  0
11  0      0 10749536 1087176 8279352    0    0     0 34004 28910 54499 47 22 30  1  0
10  1      0 10749536 1087176 8279352    0    0     0  1380 27100 65571 46 18 36  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  4548 24468 48167 51 18 30  0  0
17  0      0 10749536 1087176 8279352    0    0     0   932 20045 46121 45 18 37  0  0
17  0      0 10749536 1087176 8279352    0    0     0   820 21159 39304 45 12 43  0  0
15  0      0 10749536 1087176 8279352    0    0     0  2216 21331 40951 46 19 35  0  0
 4  1      0 10749536 1087176 8279352    0    0     0  2184 26062 58952 44 20 36  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   860 20446 44714 49 16 34  0  0
18  0      0 10749536 1087176 8279352    0    0     0  1024 19216 42345 45 12 43  0  0
13  0      0 10749536 1087176 8279352    0    0     0  1224 23411 51028 46 20 33  0  0
12  0      0 10749536 1087176 8279352    0    0     0  2612 21103 43827 46 15 38  0  0
 7  0      0 10749536 1087176 8279352    0    0     0  1096 23262 40864 47 15 37  0  0
 8  0      0 10749536 1087176 8279352    0    0     0  1172 22743 45397 50 20 30  0  0
15  1      0 10749536 1087176 8279352    0    0     0  1236 21633 48116 30 14 55  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  1020 20630 41783 50 17 33  0  0
 8  0      0 10749536 1087176 8279352    0    0     0  1484 23243 48395 51 18 30  0  0
16  0      0 10749536 1087176 8279352    0    0     0  8864 21680 41796 41 14 45  0  0
10  0      0 10749536 1087176 8279352    0    0     0  1208 22357 43546 46 14 40  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  1028 22515 46364 41 18 41  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  1032 20888 40815 49 15 36  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0      0 10749536 1087176 8279352    0    0     0  1000 18873 38484 45 14 41  0  0
17  0      0 10749536 1087176 8279352    0    0     0 24680 21901 41168 46 17 38  0  0
12  0      0 10749536 1087176 8279352    0    0     0  1180 22102 44536 48 18 34  0  0
14  0      0 10749536 1087176 8279352    0    0     0   864 21426 43377 50 15 34  0  0
11  0      0 10749536 1087176 8279352    0    0     0   904 21184 42671 48 18 33  0  0
14  0      0 10749536 1087176 8279352    0    0     0   936 21323 40530 46 14 40  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  1472 23058 46099 42 18 39  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   968 21571 44838 50 14 36  0  0
 7  0      0 10749536 1087176 8279352    0    0     0  1088 21784 41731 49 16 34  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  1372 23824 50068 49 17 33  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  1144 21442 48435 51 16 33  0  0
11  0      0 10749536 1087176 8279352    0    0     0 20968 22975 40745 50 16 34  0  0
17  0      0 10749536 1087176 8279352    0    0     0  2880 21727 47458 48 15 37  0  0
23  0      0 10749536 1087176 8279352    0    0     0  1472 24463 48540 41 20 39  0  0
18  0      0 10749536 1087176 8279352    0    0     0   788 21472 41506 47 14 39  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   836 21373 44054 48 15 37  0  0
