# started_at=2025-12-14T01:53:18+03:00
# cmd: pidstat -u -t -p 1101786 1
# app_pid=1101786

Linux 6.1.0-35-amd64 (WL-c5bd0aca) 	12/14/2025 	_x86_64_	(12 CPU)

01:53:18 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:00:01 AM 174209043   1101786         -    1.00    2.00    0.00    0.00    3.00     7  app_linux_amd64
02:00:01 AM 174209043         -   1101786    0.00    1.00    0.00    0.00    1.00     7  |__app_linux_amd64
02:00:01 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     2  |__app_linux_amd64
02:00:01 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:01 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:00:01 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:01 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:01 AM 174209043         -   1108706    0.00    0.00    0.00    1.00    0.00     2  |__app_linux_amd64
02:00:01 AM 174209043         -   1109455    0.00    0.00    0.00    1.00    0.00     5  |__app_linux_amd64
02:00:01 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:01 AM 174209043         -   1117362    1.00    0.00    0.00    1.00    1.00     9  |__app_linux_amd64
02:00:02 AM 174209043   1101786         -    1.00    2.00    0.00    1.00    3.00    10  app_linux_amd64
02:00:02 AM 174209043         -   1101786    1.00    1.00    0.00    1.00    2.00    10  |__app_linux_amd64
02:00:02 AM 174209043         -   1101788    0.00    0.00    0.00    1.00    0.00     5  |__app_linux_amd64
02:00:02 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:02 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:00:02 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:02 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:02 AM 174209043         -   1108706    0.00    0.00    0.00    1.00    0.00    11  |__app_linux_amd64
02:00:02 AM 174209043         -   1109455    0.00    1.00    0.00    2.00    1.00     2  |__app_linux_amd64
02:00:02 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:02 AM 174209043         -   1117362    0.00    0.00    0.00    1.00    0.00     7  |__app_linux_amd64
02:00:03 AM 174209043   1101786         -    2.00    1.00    0.00    1.00    3.00     7  app_linux_amd64
02:00:03 AM 174209043         -   1101786    0.00    0.00    0.00    1.00    0.00     7  |__app_linux_amd64
02:00:03 AM 174209043         -   1101788    0.00    0.00    0.00    1.00    0.00     8  |__app_linux_amd64
02:00:03 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:03 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:00:03 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:03 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:03 AM 174209043         -   1108706    1.00    0.00    0.00    0.00    1.00     5  |__app_linux_amd64
02:00:03 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:00:03 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:03 AM 174209043         -   1117362    1.00    0.00    0.00    0.00    1.00     9  |__app_linux_amd64
02:00:04 AM 174209043   1101786         -    1.00    1.00    0.00    0.00    2.00     3  app_linux_amd64
02:00:04 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:00:04 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:04 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:04 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:00:04 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:04 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:04 AM 174209043         -   1108706    0.00    1.00    0.00    0.00    1.00     9  |__app_linux_amd64
02:00:04 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:00:04 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:04 AM 174209043         -   1117362    0.00    1.00    0.00    0.00    1.00     8  |__app_linux_amd64
02:00:05 AM 174209043   1101786         -    2.00    0.00    0.00    0.00    2.00     8  app_linux_amd64
02:00:05 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:00:05 AM 174209043         -   1101788    0.00    0.00    0.00    1.00    0.00    11  |__app_linux_amd64
02:00:05 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:05 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:00:05 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:05 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:05 AM 174209043         -   1108706    0.00    0.00    0.00    1.00    0.00     5  |__app_linux_amd64
02:00:05 AM 174209043         -   1109455    1.00    1.00    0.00    1.00    2.00    10  |__app_linux_amd64
02:00:05 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:05 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:00:06 AM 174209043   1101786         -    2.00    2.00    0.00    0.00    4.00    10  app_linux_amd64
02:00:06 AM 174209043         -   1101786    1.00    1.00    0.00    0.00    2.00    10  |__app_linux_amd64
02:00:06 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:00:06 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:06 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:00:06 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:06 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:06 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:06 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:00:06 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:06 AM 174209043         -   1117362    1.00    0.00    0.00    1.00    1.00     3  |__app_linux_amd64
02:00:07 AM 174209043   1101786         -    1.00    1.00    0.00    0.00    2.00     9  app_linux_amd64
02:00:07 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:00:07 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:07 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:07 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:00:07 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:07 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:07 AM 174209043         -   1108706    1.00    1.00    0.00    0.00    2.00     7  |__app_linux_amd64
02:00:07 AM 174209043         -   1109455    1.00    0.00    0.00    0.00    1.00     0  |__app_linux_amd64
02:00:07 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:07 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:00:08 AM 174209043   1101786         -    1.00    1.00    0.00    0.00    2.00     1  app_linux_amd64
02:00:08 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     1  |__app_linux_amd64
02:00:08 AM 174209043         -   1101788    1.00    0.00    0.00    0.00    1.00     4  |__app_linux_amd64
02:00:08 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:08 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     6  |__app_linux_amd64
02:00:08 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:08 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:08 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:00:08 AM 174209043         -   1109455    0.00    1.00    0.00    0.00    1.00     1  |__app_linux_amd64
02:00:08 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:08 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:00:09 AM 174209043   1101786         -    0.00    2.00    0.00    0.00    2.00     3  app_linux_amd64
02:00:09 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:00:09 AM 174209043         -   1101788    0.00    1.00    0.00    0.00    1.00     5  |__app_linux_amd64
02:00:09 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:09 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     6  |__app_linux_amd64
02:00:09 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:09 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:09 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00     2  |__app_linux_amd64
02:00:09 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:09 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:09 AM 174209043         -   1117362    0.00    1.00    0.00    0.00    1.00     7  |__app_linux_amd64
02:00:10 AM 174209043   1101786         -    1.00    2.00    0.00    0.00    3.00     1  app_linux_amd64
02:00:10 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     1  |__app_linux_amd64
02:00:10 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:00:10 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:10 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     6  |__app_linux_amd64
02:00:10 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:10 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:10 AM 174209043         -   1108706    0.00    1.00    0.00    0.00    1.00     2  |__app_linux_amd64
02:00:10 AM 174209043         -   1109455    0.00    1.00    0.00    0.00    1.00     4  |__app_linux_amd64
02:00:10 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:10 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:00:11 AM 174209043   1101786         -    0.00    1.00    0.00    1.00    1.00     4  app_linux_amd64
02:00:11 AM 174209043         -   1101786    1.00    1.00    0.00    1.00    2.00     3  |__app_linux_amd64
02:00:11 AM 174209043         -   1101788    0.00    0.00    0.00    1.00    0.00     3  |__app_linux_amd64
02:00:11 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:11 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     6  |__app_linux_amd64
02:00:11 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:11 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:11 AM 174209043         -   1108706    0.00    1.00    0.00    1.00    1.00     3  |__app_linux_amd64
02:00:11 AM 174209043         -   1109455    0.00    0.00    0.00    1.00    0.00     3  |__app_linux_amd64
02:00:11 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:11 AM 174209043         -   1117362    1.00    1.00    0.00    1.00    2.00     2  |__app_linux_amd64
02:00:12 AM 174209043   1101786         -    1.00    2.00    0.00    1.00    3.00    10  app_linux_amd64
02:00:12 AM 174209043         -   1101786    0.00    0.00    0.00    1.00    0.00    10  |__app_linux_amd64
02:00:12 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:12 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:12 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     6  |__app_linux_amd64
02:00:12 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:12 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:12 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:00:12 AM 174209043         -   1109455    0.00    1.00    0.00    1.00    1.00     9  |__app_linux_amd64
02:00:12 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:12 AM 174209043         -   1117362    0.00    0.00    0.00    1.00    0.00    11  |__app_linux_amd64
02:00:13 AM 174209043   1101786         -    1.00    1.00    0.00    0.00    2.00     3  app_linux_amd64
02:00:13 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:00:13 AM 174209043         -   1101788    0.00    0.00    0.00    1.00    0.00     8  |__app_linux_amd64
02:00:13 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:13 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     6  |__app_linux_amd64
02:00:13 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:13 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:13 AM 174209043         -   1108706    1.00    0.00    0.00    0.00    1.00     8  |__app_linux_amd64
02:00:13 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:00:13 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:13 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:00:14 AM 174209043   1101786         -    0.00    2.00    0.00    1.00    2.00     5  app_linux_amd64
02:00:14 AM 174209043         -   1101786    0.00    0.00    0.00    1.00    0.00     5  |__app_linux_amd64
02:00:14 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:00:14 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:14 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     6  |__app_linux_amd64
02:00:14 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:14 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:14 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00     2  |__app_linux_amd64
02:00:14 AM 174209043         -   1109455    0.00    1.00    0.00    1.00    1.00     5  |__app_linux_amd64
02:00:14 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:14 AM 174209043         -   1117362    0.00    1.00    0.00    0.00    1.00     5  |__app_linux_amd64
02:00:15 AM 174209043   1101786         -    1.00    2.00    0.00    0.00    3.00     7  app_linux_amd64
02:00:15 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:00:15 AM 174209043         -   1101788    0.00    1.00    0.00    0.00    1.00     5  |__app_linux_amd64
02:00:15 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:15 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     6  |__app_linux_amd64
02:00:15 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:15 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:15 AM 174209043         -   1108706    0.00    1.00    0.00    2.00    1.00     7  |__app_linux_amd64
02:00:15 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00     1  |__app_linux_amd64
02:00:15 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:15 AM 174209043         -   1117362    0.00    1.00    0.00    1.00    1.00     5  |__app_linux_amd64
02:00:16 AM 174209043   1101786         -    2.00    2.00    0.00    0.00    4.00    10  app_linux_amd64
02:00:16 AM 174209043         -   1101786    1.00    1.00    0.00    0.00    2.00    10  |__app_linux_amd64
02:00:16 AM 174209043         -   1101788    0.00    0.00    0.00    1.00    0.00     6  |__app_linux_amd64
02:00:16 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:16 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     6  |__app_linux_amd64
02:00:16 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:16 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:16 AM 174209043         -   1108706    1.00    1.00    0.00    0.00    2.00     8  |__app_linux_amd64
02:00:16 AM 174209043         -   1109455    1.00    0.00    0.00    0.00    1.00     0  |__app_linux_amd64
02:00:16 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:16 AM 174209043         -   1117362    0.00    1.00    0.00    0.00    1.00     8  |__app_linux_amd64
02:00:17 AM 174209043   1101786         -    1.00    1.00    0.00    0.00    2.00     4  app_linux_amd64
02:00:17 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:17 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     6  |__app_linux_amd64
02:00:17 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:17 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     6  |__app_linux_amd64
02:00:17 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:17 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:17 AM 174209043         -   1108706    1.00    0.00    0.00    0.00    1.00     5  |__app_linux_amd64
02:00:17 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:00:17 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:17 AM 174209043         -   1117362    0.00    0.00    0.00    1.00    0.00     4  |__app_linux_amd64
02:00:18 AM 174209043   1101786         -    1.98    0.99    0.00    0.00    2.97     7  app_linux_amd64
02:00:18 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:00:18 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:18 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:18 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:18 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:18 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:18 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:00:18 AM 174209043         -   1109455    0.99    0.99    0.00    0.00    1.98     0  |__app_linux_amd64
02:00:18 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:18 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:00:19 AM 174209043   1101786         -    0.00    2.00    0.00    1.00    2.00     4  app_linux_amd64
02:00:19 AM 174209043         -   1101786    1.00    0.00    0.00    1.00    1.00     4  |__app_linux_amd64
02:00:19 AM 174209043         -   1101788    0.00    1.00    0.00    0.00    1.00    10  |__app_linux_amd64
02:00:19 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:19 AM 174209043         -   1101791    0.00    1.00    0.00    0.00    1.00     0  |__app_linux_amd64
02:00:19 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:19 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:19 AM 174209043         -   1108706    0.00    1.00    0.00    1.00    1.00    10  |__app_linux_amd64
02:00:19 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00     6  |__app_linux_amd64
02:00:19 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:19 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:00:20 AM 174209043   1101786         -    1.00    2.00    0.00    0.00    3.00     1  app_linux_amd64
02:00:20 AM 174209043         -   1101786    0.00    1.00    0.00    0.00    1.00     1  |__app_linux_amd64
02:00:20 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:00:20 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:20 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:00:20 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:20 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:20 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00     1  |__app_linux_amd64
02:00:20 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:20 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:20 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:00:21 AM 174209043   1101786         -    1.00    1.00    0.00    1.00    2.00     7  app_linux_amd64
02:00:21 AM 174209043         -   1101786    1.00    0.00    0.00    1.00    1.00     7  |__app_linux_amd64
02:00:21 AM 174209043         -   1101788    0.00    0.00    0.00    1.00    0.00    10  |__app_linux_amd64
02:00:21 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:21 AM 174209043         -   1101791    0.00    0.00    0.00    1.00    0.00     6  |__app_linux_amd64
02:00:21 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:21 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:21 AM 174209043         -   1108706    1.00    0.00    0.00    2.00    1.00     3  |__app_linux_amd64
02:00:21 AM 174209043         -   1109455    0.00    1.00    0.00    1.00    1.00     3  |__app_linux_amd64
02:00:21 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:21 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:00:22 AM 174209043   1101786         -    2.00    1.00    0.00    1.00    3.00     0  app_linux_amd64
02:00:22 AM 174209043         -   1101786    0.00    0.00    0.00    1.00    0.00     0  |__app_linux_amd64
02:00:22 AM 174209043         -   1101788    0.00    0.00    0.00    1.00    0.00     4  |__app_linux_amd64
02:00:22 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:22 AM 174209043         -   1101791    0.00    1.00    0.00    0.00    1.00     5  |__app_linux_amd64
02:00:22 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:22 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:22 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00     1  |__app_linux_amd64
02:00:22 AM 174209043         -   1109455    1.00    0.00    0.00    1.00    1.00    10  |__app_linux_amd64
02:00:22 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:22 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:00:23 AM 174209043   1101786         -    1.00    2.00    0.00    1.00    3.00     0  app_linux_amd64
02:00:23 AM 174209043         -   1101786    1.00    0.00    0.00    1.00    1.00     0  |__app_linux_amd64
02:00:23 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:00:23 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:23 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     1  |__app_linux_amd64
02:00:23 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:23 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:23 AM 174209043         -   1108706    0.00    1.00    0.00    0.00    1.00     4  |__app_linux_amd64
02:00:23 AM 174209043         -   1109455    0.00    1.00    0.00    1.00    1.00     2  |__app_linux_amd64
02:00:23 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:23 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:00:24 AM 174209043   1101786         -    2.00    2.00    0.00    2.00    4.00     5  app_linux_amd64
02:00:24 AM 174209043         -   1101786    0.00    0.00    0.00    2.00    0.00     5  |__app_linux_amd64
02:00:24 AM 174209043         -   1101788    0.00    0.00    0.00    2.00    0.00     9  |__app_linux_amd64
02:00:24 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:24 AM 174209043         -   1101791    0.00    0.00    0.00    2.00    0.00     9  |__app_linux_amd64
02:00:24 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:00:24 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:00:24 AM 174209043         -   1108706    0.00    1.00    0.00    3.00    1.00     9  |__app_linux_amd64
02:00:24 AM 174209043         -   1109455    0.00    1.00    0.00    1.00    1.00     5  |__app_linux_amd64
02:00:24 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:00:24 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:00:25 AM 174209043   1101786         -    0.00    1.00    0.00    0.00    1.00     2  app_linux_amd64
02:00:25 AM 174209043         -   1101786    1.00    0.00    0.00    0.00    1.00     2  |__app_linux_amd64
02:00:25 AM 174209043         -   1101788    0.00    1.00    0.00    0.00    1.00     6  |__app_linux_amd64
