# started_at=2025-12-14T01:53:18+03:00
# cmd: pidstat -w -t -p 1101786 1
# app_pid=1101786

Linux 6.1.0-35-amd64 (WL-c5bd0aca) 	12/14/2025 	_x86_64_	(12 CPU)

01:53:18 AM   UID      TGID       TID   cswch/s nvcswch/s  Command
01:54:17 AM 174209043         -   1101786     18.00      0.00  |__app_linux_amd64
01:54:17 AM 174209043         -   1101788     46.00      0.00  |__app_linux_amd64
01:54:17 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:17 AM 174209043         -   1101791      7.00      0.00  |__app_linux_amd64
01:54:17 AM 174209043         -   1101792     18.00      2.00  |__app_linux_amd64
01:54:18 AM 174209043   1101786         -     20.00      0.00  app_linux_amd64
01:54:18 AM 174209043         -   1101786     20.00      0.00  |__app_linux_amd64
01:54:18 AM 174209043         -   1101788    144.00      0.00  |__app_linux_amd64
01:54:18 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:18 AM 174209043         -   1101791      4.00      0.00  |__app_linux_amd64
01:54:18 AM 174209043         -   1101792     16.00      3.00  |__app_linux_amd64
01:54:19 AM 174209043   1101786         -     23.00      0.00  app_linux_amd64
01:54:19 AM 174209043         -   1101786     23.00      0.00  |__app_linux_amd64
01:54:19 AM 174209043         -   1101788    112.00      0.00  |__app_linux_amd64
01:54:19 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:19 AM 174209043         -   1101791      2.00      0.00  |__app_linux_amd64
01:54:19 AM 174209043         -   1101792     22.00      2.00  |__app_linux_amd64
01:54:20 AM 174209043   1101786         -     30.00      4.00  app_linux_amd64
01:54:20 AM 174209043         -   1101786     30.00      4.00  |__app_linux_amd64
01:54:20 AM 174209043         -   1101788    139.00      0.00  |__app_linux_amd64
01:54:20 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:20 AM 174209043         -   1101791      2.00      0.00  |__app_linux_amd64
01:54:20 AM 174209043         -   1101792     27.00      3.00  |__app_linux_amd64
01:54:21 AM 174209043   1101786         -     27.00      2.00  app_linux_amd64
01:54:21 AM 174209043         -   1101786     27.00      2.00  |__app_linux_amd64
01:54:21 AM 174209043         -   1101788     28.00      0.00  |__app_linux_amd64
01:54:21 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:21 AM 174209043         -   1101791      1.00      0.00  |__app_linux_amd64
01:54:21 AM 174209043         -   1101792     24.00      3.00  |__app_linux_amd64
01:54:22 AM 174209043   1101786         -     20.00      2.00  app_linux_amd64
01:54:22 AM 174209043         -   1101786     20.00      2.00  |__app_linux_amd64
01:54:22 AM 174209043         -   1101788     24.00      0.00  |__app_linux_amd64
01:54:22 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:22 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:54:22 AM 174209043         -   1101792     22.00      1.00  |__app_linux_amd64
01:54:23 AM 174209043   1101786         -     19.00      3.00  app_linux_amd64
01:54:23 AM 174209043         -   1101786     19.00      3.00  |__app_linux_amd64
01:54:23 AM 174209043         -   1101788     22.00      0.00  |__app_linux_amd64
01:54:23 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:23 AM 174209043         -   1101791      1.00      0.00  |__app_linux_amd64
01:54:23 AM 174209043         -   1101792     19.00      1.00  |__app_linux_amd64
01:54:24 AM 174209043   1101786         -     27.00      1.00  app_linux_amd64
01:54:24 AM 174209043         -   1101786     27.00      1.00  |__app_linux_amd64
01:54:24 AM 174209043         -   1101788     28.00      0.00  |__app_linux_amd64
01:54:24 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:24 AM 174209043         -   1101791      1.00      0.00  |__app_linux_amd64
01:54:24 AM 174209043         -   1101792     26.00      1.00  |__app_linux_amd64
01:54:25 AM 174209043   1101786         -     26.00      1.00  app_linux_amd64
01:54:25 AM 174209043         -   1101786     26.00      1.00  |__app_linux_amd64
01:54:25 AM 174209043         -   1101788    138.00      0.00  |__app_linux_amd64
01:54:25 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:25 AM 174209043         -   1101791      3.00      0.00  |__app_linux_amd64
01:54:25 AM 174209043         -   1101792     22.00      1.00  |__app_linux_amd64
01:54:26 AM 174209043   1101786         -     20.00      3.00  app_linux_amd64
01:54:26 AM 174209043         -   1101786     20.00      3.00  |__app_linux_amd64
01:54:26 AM 174209043         -   1101788    108.00      0.00  |__app_linux_amd64
01:54:26 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:26 AM 174209043         -   1101791      4.00      0.00  |__app_linux_amd64
01:54:26 AM 174209043         -   1101792     20.00      3.00  |__app_linux_amd64
01:54:27 AM 174209043   1101786         -     22.77      0.00  app_linux_amd64
01:54:27 AM 174209043         -   1101786     22.77      0.00  |__app_linux_amd64
01:54:27 AM 174209043         -   1101788    100.00      0.00  |__app_linux_amd64
01:54:27 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:27 AM 174209043         -   1101791      0.99      0.00  |__app_linux_amd64
01:54:27 AM 174209043         -   1101792     23.76      0.00  |__app_linux_amd64
01:54:28 AM 174209043   1101786         -     22.00      0.00  app_linux_amd64
01:54:28 AM 174209043         -   1101786     22.00      0.00  |__app_linux_amd64
01:54:28 AM 174209043         -   1101788    123.00      0.00  |__app_linux_amd64
01:54:28 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:28 AM 174209043         -   1101791     15.00      0.00  |__app_linux_amd64
01:54:28 AM 174209043         -   1101792     11.00      1.00  |__app_linux_amd64
01:54:29 AM 174209043   1101786         -     25.00      0.00  app_linux_amd64
01:54:29 AM 174209043         -   1101786     25.00      0.00  |__app_linux_amd64
01:54:29 AM 174209043         -   1101788    101.00      0.00  |__app_linux_amd64
01:54:29 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:29 AM 174209043         -   1101791     24.00      0.00  |__app_linux_amd64
01:54:29 AM 174209043         -   1101792      4.00      0.00  |__app_linux_amd64
01:54:30 AM 174209043   1101786         -     20.00      0.00  app_linux_amd64
01:54:30 AM 174209043         -   1101786     20.00      0.00  |__app_linux_amd64
01:54:30 AM 174209043         -   1101788     76.00      0.00  |__app_linux_amd64
01:54:30 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:30 AM 174209043         -   1101791     21.00      2.00  |__app_linux_amd64
01:54:30 AM 174209043         -   1101792      3.00      0.00  |__app_linux_amd64
01:54:31 AM 174209043   1101786         -     23.00      3.00  app_linux_amd64
01:54:31 AM 174209043         -   1101786     23.00      3.00  |__app_linux_amd64
01:54:31 AM 174209043         -   1101788    114.00      0.00  |__app_linux_amd64
01:54:31 AM 174209043         -   1101789      1.00      0.00  |__app_linux_amd64
01:54:31 AM 174209043         -   1101791      7.00      0.00  |__app_linux_amd64
01:54:31 AM 174209043         -   1101792     23.00      1.00  |__app_linux_amd64
01:54:32 AM 174209043   1101786         -     19.00      0.00  app_linux_amd64
01:54:32 AM 174209043         -   1101786     19.00      0.00  |__app_linux_amd64
01:54:32 AM 174209043         -   1101788     78.00      2.00  |__app_linux_amd64
01:54:32 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:32 AM 174209043         -   1101791      4.00      0.00  |__app_linux_amd64
01:54:32 AM 174209043         -   1101792     20.00      1.00  |__app_linux_amd64
01:54:33 AM 174209043   1101786         -     23.00      0.00  app_linux_amd64
01:54:33 AM 174209043         -   1101786     23.00      0.00  |__app_linux_amd64
01:54:33 AM 174209043         -   1101788     91.00      0.00  |__app_linux_amd64
01:54:33 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:33 AM 174209043         -   1101791      2.00      0.00  |__app_linux_amd64
01:54:33 AM 174209043         -   1101792     19.00      0.00  |__app_linux_amd64
01:54:34 AM 174209043   1101786         -     25.00      1.00  app_linux_amd64
01:54:34 AM 174209043         -   1101786     25.00      1.00  |__app_linux_amd64
01:54:34 AM 174209043         -   1101788     27.00      0.00  |__app_linux_amd64
01:54:34 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:34 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:54:34 AM 174209043         -   1101792     27.00      0.00  |__app_linux_amd64
01:54:35 AM 174209043   1101786         -     24.00      1.00  app_linux_amd64
01:54:35 AM 174209043         -   1101786     24.00      1.00  |__app_linux_amd64
01:54:35 AM 174209043         -   1101788     29.00      0.00  |__app_linux_amd64
01:54:35 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:35 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:54:35 AM 174209043         -   1101792     28.00      3.00  |__app_linux_amd64
01:54:36 AM 174209043   1101786         -     30.00      4.00  app_linux_amd64
01:54:36 AM 174209043         -   1101786     30.00      4.00  |__app_linux_amd64
01:54:36 AM 174209043         -   1101788     26.00      0.00  |__app_linux_amd64
01:54:36 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:36 AM 174209043         -   1101791      1.00      0.00  |__app_linux_amd64
01:54:36 AM 174209043         -   1101792     20.00      3.00  |__app_linux_amd64
01:54:37 AM 174209043   1101786         -     30.00      0.00  app_linux_amd64
01:54:37 AM 174209043         -   1101786     30.00      0.00  |__app_linux_amd64
01:54:37 AM 174209043         -   1101788     85.00      0.00  |__app_linux_amd64
01:54:37 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:37 AM 174209043         -   1101791      1.00      0.00  |__app_linux_amd64
01:54:37 AM 174209043         -   1101792     24.00      0.00  |__app_linux_amd64
01:54:38 AM 174209043   1101786         -     22.00      0.00  app_linux_amd64
01:54:38 AM 174209043         -   1101786     22.00      0.00  |__app_linux_amd64
01:54:38 AM 174209043         -   1101788    119.00      0.00  |__app_linux_amd64
01:54:38 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:38 AM 174209043         -   1101791      7.00      0.00  |__app_linux_amd64
01:54:38 AM 174209043         -   1101792     25.00      0.00  |__app_linux_amd64
01:54:39 AM 174209043   1101786         -     22.00      4.00  app_linux_amd64
01:54:39 AM 174209043         -   1101786     22.00      4.00  |__app_linux_amd64
01:54:39 AM 174209043         -   1101788     47.00      0.00  |__app_linux_amd64
01:54:39 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:39 AM 174209043         -   1101791      1.00      0.00  |__app_linux_amd64
01:54:39 AM 174209043         -   1101792     30.00      2.00  |__app_linux_amd64
01:54:40 AM 174209043   1101786         -     22.00      0.00  app_linux_amd64
01:54:40 AM 174209043         -   1101786     22.00      0.00  |__app_linux_amd64
01:54:40 AM 174209043         -   1101788     24.00      0.00  |__app_linux_amd64
01:54:40 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:40 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:54:40 AM 174209043         -   1101792     20.00      0.00  |__app_linux_amd64
01:54:41 AM 174209043   1101786         -     29.00      0.00  app_linux_amd64
01:54:41 AM 174209043         -   1101786     29.00      0.00  |__app_linux_amd64
01:54:41 AM 174209043         -   1101788     29.00      0.00  |__app_linux_amd64
01:54:41 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:41 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:54:41 AM 174209043         -   1101792     25.00      0.00  |__app_linux_amd64
01:54:42 AM 174209043   1101786         -     25.00      4.00  app_linux_amd64
01:54:42 AM 174209043         -   1101786     25.00      4.00  |__app_linux_amd64
01:54:42 AM 174209043         -   1101788     24.00      0.00  |__app_linux_amd64
01:54:42 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:42 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:54:42 AM 174209043         -   1101792     18.00      1.00  |__app_linux_amd64
01:54:43 AM 174209043   1101786         -     23.00      1.00  app_linux_amd64
01:54:43 AM 174209043         -   1101786     23.00      1.00  |__app_linux_amd64
01:54:43 AM 174209043         -   1101788     28.00      0.00  |__app_linux_amd64
01:54:43 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:43 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:54:43 AM 174209043         -   1101792     24.00      1.00  |__app_linux_amd64
01:54:44 AM 174209043   1101786         -     23.00      0.00  app_linux_amd64
01:54:44 AM 174209043         -   1101786     23.00      0.00  |__app_linux_amd64
01:54:44 AM 174209043         -   1101788     24.00      0.00  |__app_linux_amd64
01:54:44 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:44 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:54:44 AM 174209043         -   1101792     22.00      0.00  |__app_linux_amd64
01:54:45 AM 174209043   1101786         -     26.00      2.00  app_linux_amd64
01:54:45 AM 174209043         -   1101786     26.00      2.00  |__app_linux_amd64
01:54:45 AM 174209043         -   1101788    132.00      0.00  |__app_linux_amd64
01:54:45 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:45 AM 174209043         -   1101791      1.00      0.00  |__app_linux_amd64
01:54:45 AM 174209043         -   1101792     24.00      1.00  |__app_linux_amd64
01:54:46 AM 174209043   1101786         -     29.00      2.00  app_linux_amd64
01:54:46 AM 174209043         -   1101786     29.00      2.00  |__app_linux_amd64
01:54:46 AM 174209043         -   1101788     30.00      0.00  |__app_linux_amd64
01:54:46 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:46 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:54:46 AM 174209043         -   1101792     26.00      2.00  |__app_linux_amd64
01:54:47 AM 174209043   1101786         -     25.00      0.00  app_linux_amd64
01:54:47 AM 174209043         -   1101786     25.00      0.00  |__app_linux_amd64
01:54:47 AM 174209043         -   1101788     39.00      0.00  |__app_linux_amd64
01:54:47 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:47 AM 174209043         -   1101791      1.00      0.00  |__app_linux_amd64
01:54:47 AM 174209043         -   1101792     27.00      1.00  |__app_linux_amd64
01:54:48 AM 174209043   1101786         -     29.00      2.00  app_linux_amd64
01:54:48 AM 174209043         -   1101786     29.00      2.00  |__app_linux_amd64
01:54:48 AM 174209043         -   1101788    131.00      0.00  |__app_linux_amd64
01:54:48 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:48 AM 174209043         -   1101791     19.00      0.00  |__app_linux_amd64
01:54:48 AM 174209043         -   1101792      9.00      0.00  |__app_linux_amd64
01:54:49 AM 174209043   1101786         -     28.00      0.00  app_linux_amd64
01:54:49 AM 174209043         -   1101786     28.00      0.00  |__app_linux_amd64
01:54:49 AM 174209043         -   1101788     87.00      0.00  |__app_linux_amd64
01:54:49 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:49 AM 174209043         -   1101791     26.00      1.00  |__app_linux_amd64
01:54:49 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
01:54:50 AM 174209043   1101786         -     25.00      0.00  app_linux_amd64
01:54:50 AM 174209043         -   1101786     25.00      0.00  |__app_linux_amd64
01:54:50 AM 174209043         -   1101788     22.00      0.00  |__app_linux_amd64
01:54:50 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:54:50 AM 174209043         -   1101791     25.00      0.00  |__app_linux_amd64
01:54:50 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
