# started_at=2025-12-14T01:53:18+03:00
# cmd: pidstat -w -t -p 1101786 1
# app_pid=1101786

Linux 6.1.0-35-amd64 (WL-c5bd0aca) 	12/14/2025 	_x86_64_	(12 CPU)

01:53:18 AM   UID      TGID       TID   cswch/s nvcswch/s  Command
02:04:58 AM 174209043         -   1108706    206.00     13.00  |__app_linux_amd64
02:04:58 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:04:58 AM 174209043         -   1110564     50.00      0.00  |__app_linux_amd64
02:04:58 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:04:58 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:04:59 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:04:59 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:04:59 AM 174209043         -   1101788    399.00      3.00  |__app_linux_amd64
02:04:59 AM 174209043         -   1101789    278.00     16.00  |__app_linux_amd64
02:04:59 AM 174209043         -   1101791    181.00     17.00  |__app_linux_amd64
02:04:59 AM 174209043         -   1101792      1.00      0.00  |__app_linux_amd64
02:04:59 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:04:59 AM 174209043         -   1108706    228.00     40.00  |__app_linux_amd64
02:04:59 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:04:59 AM 174209043         -   1110564    194.00      2.00  |__app_linux_amd64
02:04:59 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:04:59 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:00 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:00 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:00 AM 174209043         -   1101788    311.00      1.00  |__app_linux_amd64
02:05:00 AM 174209043         -   1101789    181.00     12.00  |__app_linux_amd64
02:05:00 AM 174209043         -   1101791    259.00     11.00  |__app_linux_amd64
02:05:00 AM 174209043         -   1101792    207.00     11.00  |__app_linux_amd64
02:05:00 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:00 AM 174209043         -   1108706    130.00      6.00  |__app_linux_amd64
02:05:00 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:00 AM 174209043         -   1110564      1.00      0.00  |__app_linux_amd64
02:05:00 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:00 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:01 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:01 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:01 AM 174209043         -   1101788     83.00      1.00  |__app_linux_amd64
02:05:01 AM 174209043         -   1101789    160.00     12.00  |__app_linux_amd64
02:05:01 AM 174209043         -   1101791    163.00      4.00  |__app_linux_amd64
02:05:01 AM 174209043         -   1101792    204.00     24.00  |__app_linux_amd64
02:05:01 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:01 AM 174209043         -   1108706    228.00     17.00  |__app_linux_amd64
02:05:01 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:01 AM 174209043         -   1110564      0.00      0.00  |__app_linux_amd64
02:05:01 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:01 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:02 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:02 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:02 AM 174209043         -   1101788    224.00      0.00  |__app_linux_amd64
02:05:02 AM 174209043         -   1101789    289.00     18.00  |__app_linux_amd64
02:05:02 AM 174209043         -   1101791    246.00     12.00  |__app_linux_amd64
02:05:02 AM 174209043         -   1101792    168.00      6.00  |__app_linux_amd64
02:05:02 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:02 AM 174209043         -   1108706    157.00      3.00  |__app_linux_amd64
02:05:02 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:02 AM 174209043         -   1110564      0.00      0.00  |__app_linux_amd64
02:05:02 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:02 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:03 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:03 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:03 AM 174209043         -   1101788    340.00      1.00  |__app_linux_amd64
02:05:03 AM 174209043         -   1101789    260.00     11.00  |__app_linux_amd64
02:05:03 AM 174209043         -   1101791    197.00      6.00  |__app_linux_amd64
02:05:03 AM 174209043         -   1101792     75.00      0.00  |__app_linux_amd64
02:05:03 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:03 AM 174209043         -   1108706    253.00      6.00  |__app_linux_amd64
02:05:03 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:03 AM 174209043         -   1110564      0.00      0.00  |__app_linux_amd64
02:05:03 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:03 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:04 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:04 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:04 AM 174209043         -   1101788    282.00      1.00  |__app_linux_amd64
02:05:04 AM 174209043         -   1101789    109.00      7.00  |__app_linux_amd64
02:05:04 AM 174209043         -   1101791    286.00     14.00  |__app_linux_amd64
02:05:04 AM 174209043         -   1101792    255.00     22.00  |__app_linux_amd64
02:05:04 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:04 AM 174209043         -   1108706     98.00      5.00  |__app_linux_amd64
02:05:04 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:04 AM 174209043         -   1110564     69.00      2.00  |__app_linux_amd64
02:05:04 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:04 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:05 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:05 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:05 AM 174209043         -   1101788    141.00      0.00  |__app_linux_amd64
02:05:05 AM 174209043         -   1101789    156.00      2.00  |__app_linux_amd64
02:05:05 AM 174209043         -   1101791    175.00      0.00  |__app_linux_amd64
02:05:05 AM 174209043         -   1101792    197.00      1.00  |__app_linux_amd64
02:05:05 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:05 AM 174209043         -   1108706     16.00      0.00  |__app_linux_amd64
02:05:05 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:05 AM 174209043         -   1110564    263.00      6.00  |__app_linux_amd64
02:05:05 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:05 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:06 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:06 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:06 AM 174209043         -   1101788    308.00      0.00  |__app_linux_amd64
02:05:06 AM 174209043         -   1101789    295.00     11.00  |__app_linux_amd64
02:05:06 AM 174209043         -   1101791    127.00      5.00  |__app_linux_amd64
02:05:06 AM 174209043         -   1101792    220.00      1.00  |__app_linux_amd64
02:05:06 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:06 AM 174209043         -   1108706    166.00      2.00  |__app_linux_amd64
02:05:06 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:06 AM 174209043         -   1110564    139.00      3.00  |__app_linux_amd64
02:05:06 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:06 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:07 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:07 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:07 AM 174209043         -   1101788    409.00      3.00  |__app_linux_amd64
02:05:07 AM 174209043         -   1101789    238.00      8.00  |__app_linux_amd64
02:05:07 AM 174209043         -   1101791    108.00     10.00  |__app_linux_amd64
02:05:07 AM 174209043         -   1101792    174.00      5.00  |__app_linux_amd64
02:05:07 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:07 AM 174209043         -   1108706    182.00      0.00  |__app_linux_amd64
02:05:07 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:07 AM 174209043         -   1110564     76.00      0.00  |__app_linux_amd64
02:05:07 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:07 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:08 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:08 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:08 AM 174209043         -   1101788    214.00      0.00  |__app_linux_amd64
02:05:08 AM 174209043         -   1101789    189.00      7.00  |__app_linux_amd64
02:05:08 AM 174209043         -   1101791    194.00      6.00  |__app_linux_amd64
02:05:08 AM 174209043         -   1101792    235.00      4.00  |__app_linux_amd64
02:05:08 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:08 AM 174209043         -   1108706      7.00      0.00  |__app_linux_amd64
02:05:08 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:08 AM 174209043         -   1110564    284.00     11.00  |__app_linux_amd64
02:05:08 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:08 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:09 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:09 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:09 AM 174209043         -   1101788    223.00      0.00  |__app_linux_amd64
02:05:09 AM 174209043         -   1101789    116.00     12.00  |__app_linux_amd64
02:05:09 AM 174209043         -   1101791    316.00      6.00  |__app_linux_amd64
02:05:09 AM 174209043         -   1101792    291.00     12.00  |__app_linux_amd64
02:05:09 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:09 AM 174209043         -   1108706      1.00      0.00  |__app_linux_amd64
02:05:09 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:09 AM 174209043         -   1110564    158.00      5.00  |__app_linux_amd64
02:05:09 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:09 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:10 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:10 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:10 AM 174209043         -   1101788    146.00      0.00  |__app_linux_amd64
02:05:10 AM 174209043         -   1101789    228.00      6.00  |__app_linux_amd64
02:05:10 AM 174209043         -   1101791    306.00     12.00  |__app_linux_amd64
02:05:10 AM 174209043         -   1101792    189.00     10.00  |__app_linux_amd64
02:05:10 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:10 AM 174209043         -   1108706     51.00      1.00  |__app_linux_amd64
02:05:10 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:10 AM 174209043         -   1110564    134.00      3.00  |__app_linux_amd64
02:05:10 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:10 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:11 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:11 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:11 AM 174209043         -   1101788    198.00      1.00  |__app_linux_amd64
02:05:11 AM 174209043         -   1101789    204.00      0.00  |__app_linux_amd64
02:05:11 AM 174209043         -   1101791    231.00      0.00  |__app_linux_amd64
02:05:11 AM 174209043         -   1101792     11.00      0.00  |__app_linux_amd64
02:05:11 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:11 AM 174209043         -   1108706    232.00      3.00  |__app_linux_amd64
02:05:11 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:11 AM 174209043         -   1110564    109.00      0.00  |__app_linux_amd64
02:05:11 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:11 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:12 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:12 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:12 AM 174209043         -   1101788    262.00      0.00  |__app_linux_amd64
02:05:12 AM 174209043         -   1101789    260.00      4.00  |__app_linux_amd64
02:05:12 AM 174209043         -   1101791    146.00      2.00  |__app_linux_amd64
02:05:12 AM 174209043         -   1101792     10.00      0.00  |__app_linux_amd64
02:05:12 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:12 AM 174209043         -   1108706    207.00      3.00  |__app_linux_amd64
02:05:12 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:12 AM 174209043         -   1110564    238.00      2.00  |__app_linux_amd64
02:05:12 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:12 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:13 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:13 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:13 AM 174209043         -   1101788    217.00      0.00  |__app_linux_amd64
02:05:13 AM 174209043         -   1101789    136.00      0.00  |__app_linux_amd64
02:05:13 AM 174209043         -   1101791    155.00      6.00  |__app_linux_amd64
02:05:13 AM 174209043         -   1101792    206.00      9.00  |__app_linux_amd64
02:05:13 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:13 AM 174209043         -   1108706    241.00     13.00  |__app_linux_amd64
02:05:13 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:13 AM 174209043         -   1110564    152.00      5.00  |__app_linux_amd64
02:05:13 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:13 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:14 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:14 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:14 AM 174209043         -   1101788    212.00      0.00  |__app_linux_amd64
02:05:14 AM 174209043         -   1101789     49.00      8.00  |__app_linux_amd64
02:05:14 AM 174209043         -   1101791    255.00     11.00  |__app_linux_amd64
02:05:14 AM 174209043         -   1101792    196.00     18.00  |__app_linux_amd64
02:05:14 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:14 AM 174209043         -   1108706    224.00      9.00  |__app_linux_amd64
02:05:14 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:14 AM 174209043         -   1110564    141.00     12.00  |__app_linux_amd64
02:05:14 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:14 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:15 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:15 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:15 AM 174209043         -   1101788    500.00      2.00  |__app_linux_amd64
02:05:15 AM 174209043         -   1101789    194.00      6.00  |__app_linux_amd64
02:05:15 AM 174209043         -   1101791     30.00      1.00  |__app_linux_amd64
02:05:15 AM 174209043         -   1101792    203.00     13.00  |__app_linux_amd64
02:05:15 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:15 AM 174209043         -   1108706    257.00      4.00  |__app_linux_amd64
02:05:15 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:15 AM 174209043         -   1110564    178.00      3.00  |__app_linux_amd64
02:05:15 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:15 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:16 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:16 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:16 AM 174209043         -   1101788    150.00      0.00  |__app_linux_amd64
02:05:16 AM 174209043         -   1101789    188.00      0.00  |__app_linux_amd64
02:05:16 AM 174209043         -   1101791      1.00      0.00  |__app_linux_amd64
02:05:16 AM 174209043         -   1101792    251.00      5.00  |__app_linux_amd64
02:05:16 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:16 AM 174209043         -   1108706    227.00      1.00  |__app_linux_amd64
02:05:16 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:16 AM 174209043         -   1110564    190.00      1.00  |__app_linux_amd64
02:05:16 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:16 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:17 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:17 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:17 AM 174209043         -   1101788    148.00      0.00  |__app_linux_amd64
02:05:17 AM 174209043         -   1101789    280.00     14.00  |__app_linux_amd64
02:05:17 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
02:05:17 AM 174209043         -   1101792    252.00      4.00  |__app_linux_amd64
02:05:17 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:17 AM 174209043         -   1108706    143.00      6.00  |__app_linux_amd64
02:05:17 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:17 AM 174209043         -   1110564    162.00      4.00  |__app_linux_amd64
02:05:17 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:17 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:18 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:18 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:18 AM 174209043         -   1101788    353.00      0.00  |__app_linux_amd64
02:05:18 AM 174209043         -   1101789    198.00     15.00  |__app_linux_amd64
02:05:18 AM 174209043         -   1101791      1.00      0.00  |__app_linux_amd64
02:05:18 AM 174209043         -   1101792    243.00      6.00  |__app_linux_amd64
02:05:18 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:18 AM 174209043         -   1108706    228.00      8.00  |__app_linux_amd64
02:05:18 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:18 AM 174209043         -   1110564    204.00      2.00  |__app_linux_amd64
02:05:18 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:18 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:19 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:19 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:19 AM 174209043         -   1101788    332.00      1.00  |__app_linux_amd64
02:05:19 AM 174209043         -   1101789    267.00      8.00  |__app_linux_amd64
02:05:19 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
02:05:19 AM 174209043         -   1101792    122.00      5.00  |__app_linux_amd64
02:05:19 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:19 AM 174209043         -   1108706    217.00      8.00  |__app_linux_amd64
02:05:19 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:19 AM 174209043         -   1110564    238.00      4.00  |__app_linux_amd64
02:05:19 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:19 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:20 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:20 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:20 AM 174209043         -   1101788    235.00      0.00  |__app_linux_amd64
02:05:20 AM 174209043         -   1101789    181.00      7.00  |__app_linux_amd64
02:05:20 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
02:05:20 AM 174209043         -   1101792    316.00      6.00  |__app_linux_amd64
02:05:20 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:20 AM 174209043         -   1108706     95.00      4.00  |__app_linux_amd64
02:05:20 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:20 AM 174209043         -   1110564    286.00     11.00  |__app_linux_amd64
02:05:20 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:20 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:21 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:21 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:21 AM 174209043         -   1101788    229.00      0.00  |__app_linux_amd64
02:05:21 AM 174209043         -   1101789    196.00     20.00  |__app_linux_amd64
02:05:21 AM 174209043         -   1101791      7.00      0.00  |__app_linux_amd64
02:05:21 AM 174209043         -   1101792    170.00      8.00  |__app_linux_amd64
02:05:21 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:21 AM 174209043         -   1108706    232.00      4.00  |__app_linux_amd64
02:05:21 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:21 AM 174209043         -   1110564    282.00      6.00  |__app_linux_amd64
02:05:21 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:21 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:22 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:22 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:22 AM 174209043         -   1101788    372.00      0.00  |__app_linux_amd64
02:05:22 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
02:05:22 AM 174209043         -   1101791    279.00      6.00  |__app_linux_amd64
02:05:22 AM 174209043         -   1101792    285.00     11.00  |__app_linux_amd64
02:05:22 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:22 AM 174209043         -   1108706     51.00      0.00  |__app_linux_amd64
02:05:22 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:22 AM 174209043         -   1110564    278.00      5.00  |__app_linux_amd64
02:05:22 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:22 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:23 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:23 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:23 AM 174209043         -   1101788    260.00      0.00  |__app_linux_amd64
02:05:23 AM 174209043         -   1101789     20.00      0.00  |__app_linux_amd64
02:05:23 AM 174209043         -   1101791    243.00      4.00  |__app_linux_amd64
02:05:23 AM 174209043         -   1101792    242.00      5.00  |__app_linux_amd64
02:05:23 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:23 AM 174209043         -   1108706    237.00     11.00  |__app_linux_amd64
02:05:23 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:23 AM 174209043         -   1110564    156.00      9.00  |__app_linux_amd64
02:05:23 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:23 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:24 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:24 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:24 AM 174209043         -   1101788     95.00      0.00  |__app_linux_amd64
02:05:24 AM 174209043         -   1101789    125.00      2.00  |__app_linux_amd64
02:05:24 AM 174209043         -   1101791    246.00      6.00  |__app_linux_amd64
02:05:24 AM 174209043         -   1101792    116.00      1.00  |__app_linux_amd64
02:05:24 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:24 AM 174209043         -   1108706    234.00      5.00  |__app_linux_amd64
02:05:24 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:24 AM 174209043         -   1110564    152.00      4.00  |__app_linux_amd64
02:05:24 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:24 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:25 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:25 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:25 AM 174209043         -   1101788    166.00      0.00  |__app_linux_amd64
02:05:25 AM 174209043         -   1101789    221.00     20.00  |__app_linux_amd64
02:05:25 AM 174209043         -   1101791    180.00     20.00  |__app_linux_amd64
02:05:25 AM 174209043         -   1101792     53.00      6.00  |__app_linux_amd64
02:05:25 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:25 AM 174209043         -   1108706     73.00      3.00  |__app_linux_amd64
02:05:25 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:25 AM 174209043         -   1110564    263.00     14.00  |__app_linux_amd64
02:05:25 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:25 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:26 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:26 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:26 AM 174209043         -   1101788    337.00      0.00  |__app_linux_amd64
02:05:26 AM 174209043         -   1101789    261.00      9.00  |__app_linux_amd64
02:05:26 AM 174209043         -   1101791    135.00      6.00  |__app_linux_amd64
02:05:26 AM 174209043         -   1101792    282.00      4.00  |__app_linux_amd64
02:05:26 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:26 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
02:05:26 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:26 AM 174209043         -   1110564    133.00      7.00  |__app_linux_amd64
02:05:26 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:26 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:27 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:27 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:27 AM 174209043         -   1101788    102.00      0.00  |__app_linux_amd64
02:05:27 AM 174209043         -   1101789    218.00      7.00  |__app_linux_amd64
02:05:27 AM 174209043         -   1101791    226.00      6.00  |__app_linux_amd64
02:05:27 AM 174209043         -   1101792    278.00      6.00  |__app_linux_amd64
02:05:27 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:27 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
02:05:27 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:27 AM 174209043         -   1110564    194.00      9.00  |__app_linux_amd64
02:05:27 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:27 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:28 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:05:28 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:05:28 AM 174209043         -   1101788    373.00      0.00  |__app_linux_amd64
02:05:28 AM 174209043         -   1101789    131.00      6.00  |__app_linux_amd64
02:05:28 AM 174209043         -   1101791    249.00     11.00  |__app_linux_amd64
02:05:28 AM 174209043         -   1101792    235.00      7.00  |__app_linux_amd64
02:05:28 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:05:28 AM 174209043         -   1108706      1.00      0.00  |__app_linux_amd64
02:05:28 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
02:05:28 AM 174209043         -   1110564    198.00      9.00  |__app_linux_amd64
02:05:28 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:05:28 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:05:29 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
